Unnamed: 0,Show,EpId,ClipId,SEP28k-T,SEP28k-D,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords,filepath,fluent,audio_path
12311,StutterTalk,37,86,train,dev,0.0,0.0,0.0,1.0,0.0,1,SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_86.wav,0,../Training/SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_86.wav
1178,HeStutters,8,36,test,test,0.0,1.0,0.0,0.0,0.0,0,SEP-28k_CLIP/HeStutters/8/HeStutters_8_36.wav,0,../Training/SEP-28k_CLIP/HeStutters/8/HeStutters_8_36.wav
15595,StutteringIsCool,14,34,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutteringIsCool/14/StutteringIsCool_14_34.wav,1,../Training/SEP-28k_CLIP/StutteringIsCool/14/StutteringIsCool_14_34.wav
16825,StutteringIsCool,41,27,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutteringIsCool/41/StutteringIsCool_41_27.wav,1,../Training/SEP-28k_CLIP/StutteringIsCool/41/StutteringIsCool_41_27.wav
10724,StutterTalk,11,7,dev,train,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutterTalk/11/StutterTalk_11_7.wav,1,../Training/SEP-28k_CLIP/StutterTalk/11/StutterTalk_11_7.wav
18093,StutteringIsCool,69,20,train,dev,0.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/StutteringIsCool/69/StutteringIsCool_69_20.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/69/StutteringIsCool_69_20.wav
27705,WomenWhoStutter,101,209,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_209.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_209.wav
16354,StutteringIsCool,33,33,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutteringIsCool/33/StutteringIsCool_33_33.wav,1,../Training/SEP-28k_CLIP/StutteringIsCool/33/StutteringIsCool_33_33.wav
10847,StutterTalk,14,10,dev,train,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/StutterTalk/14/StutterTalk_14_10.wav,0,../Training/SEP-28k_CLIP/StutterTalk/14/StutterTalk_14_10.wav
11970,StutterTalk,33,69,test,test,1.0,0.0,1.0,0.0,0.0,0,SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_69.wav,0,../Training/SEP-28k_CLIP/StutterTalk/33/StutterTalk_33_69.wav
24099,WomenWhoStutter,57,20,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_20.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_20.wav
7406,MyStutteringLife,35,151,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_151.wav,0,../Training/SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_151.wav
11131,StutterTalk,21,14,dev,train,0.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/StutterTalk/21/StutterTalk_21_14.wav,0,../Training/SEP-28k_CLIP/StutterTalk/21/StutterTalk_21_14.wav
5826,MyStutteringLife,9,22,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/MyStutteringLife/9/MyStutteringLife_9_22.wav,1,../Training/SEP-28k_CLIP/MyStutteringLife/9/MyStutteringLife_9_22.wav
20688,WomenWhoStutter,15,2,test,test,1.0,0.0,0.0,0.0,0.0,1,SEP-28k_CLIP/WomenWhoStutter/15/WomenWhoStutter_15_2.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/15/WomenWhoStutter_15_2.wav
522,HeStutters,2,209,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/HeStutters/2/HeStutters_2_209.wav,1,../Training/SEP-28k_CLIP/HeStutters/2/HeStutters_2_209.wav
17064,StutteringIsCool,46,66,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_66.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_66.wav
22984,WomenWhoStutter,44,30,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/WomenWhoStutter/44/WomenWhoStutter_44_30.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/44/WomenWhoStutter_44_30.wav
24940,WomenWhoStutter,69,32,test,test,0.0,0.0,0.0,1.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/69/WomenWhoStutter_69_32.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/69/WomenWhoStutter_69_32.wav
22363,WomenWhoStutter,39,41,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_41.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_41.wav
3994,HVSA,1,173,dev,train,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/HVSA/1/HVSA_1_173.wav,0,../Training/SEP-28k_CLIP/HVSA/1/HVSA_1_173.wav
9316,StrongVoices,23,254,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_254.wav,1,../Training/SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_254.wav
6297,MyStutteringLife,21,13,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/MyStutteringLife/21/MyStutteringLife_21_13.wav,1,../Training/SEP-28k_CLIP/MyStutteringLife/21/MyStutteringLife_21_13.wav
13054,StutterTalk,49,15,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutterTalk/49/StutterTalk_49_15.wav,1,../Training/SEP-28k_CLIP/StutterTalk/49/StutterTalk_49_15.wav
10776,StutterTalk,12,19,train,dev,1.0,0.0,0.0,0.0,1.0,0,SEP-28k_CLIP/StutterTalk/12/StutterTalk_12_19.wav,0,../Training/SEP-28k_CLIP/StutterTalk/12/StutterTalk_12_19.wav
18675,StutteringIsCool,80,162,test,test,0.0,1.0,0.0,0.0,0.0,1,SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_162.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_162.wav
8848,StrongVoices,21,24,dev,train,0.0,1.0,0.0,0.0,0.0,1,SEP-28k_CLIP/StrongVoices/21/StrongVoices_21_24.wav,0,../Training/SEP-28k_CLIP/StrongVoices/21/StrongVoices_21_24.wav
12974,StutterTalk,47,15,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutterTalk/47/StutterTalk_47_15.wav,1,../Training/SEP-28k_CLIP/StutterTalk/47/StutterTalk_47_15.wav
17199,StutteringIsCool,47,6,train,dev,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/StutteringIsCool/47/StutteringIsCool_47_6.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/47/StutteringIsCool_47_6.wav
6322,MyStutteringLife,21,38,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/MyStutteringLife/21/MyStutteringLife_21_38.wav,1,../Training/SEP-28k_CLIP/MyStutteringLife/21/MyStutteringLife_21_38.wav
26729,WomenWhoStutter,94,21,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/94/WomenWhoStutter_94_21.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/94/WomenWhoStutter_94_21.wav
651,HeStutters,5,42,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/HeStutters/5/HeStutters_5_42.wav,1,../Training/SEP-28k_CLIP/HeStutters/5/HeStutters_5_42.wav
1539,HeStutters,11,115,test,test,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/HeStutters/11/HeStutters_11_115.wav,0,../Training/SEP-28k_CLIP/HeStutters/11/HeStutters_11_115.wav
2390,HeStutters,18,10,test,test,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/HeStutters/18/HeStutters_18_10.wav,0,../Training/SEP-28k_CLIP/HeStutters/18/HeStutters_18_10.wav
4076,HVSA,2,67,train,dev,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/HVSA/2/HVSA_2_67.wav,0,../Training/SEP-28k_CLIP/HVSA/2/HVSA_2_67.wav
17342,StutteringIsCool,50,29,test,test,0.0,0.0,0.0,1.0,0.0,0,SEP-28k_CLIP/StutteringIsCool/50/StutteringIsCool_50_29.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/50/StutteringIsCool_50_29.wav
8052,StrongVoices,6,183,dev,train,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StrongVoices/6/StrongVoices_6_183.wav,1,../Training/SEP-28k_CLIP/StrongVoices/6/StrongVoices_6_183.wav
19044,WomenWhoStutter,0,30,test,test,0.0,1.0,0.0,0.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_30.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_30.wav
4572,IStutterSoWhat,0,152,dev,train,0.0,1.0,0.0,0.0,1.0,1,SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_152.wav,0,../Training/SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_152.wav
19406,WomenWhoStutter,1,109,test,test,1.0,0.0,0.0,0.0,0.0,1,SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_109.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_109.wav
16772,StutteringIsCool,40,14,test,test,0.0,0.0,1.0,0.0,0.0,1,SEP-28k_CLIP/StutteringIsCool/40/StutteringIsCool_40_14.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/40/StutteringIsCool_40_14.wav
6114,MyStutteringLife,16,30,train,dev,0.0,0.0,0.0,1.0,0.0,0,SEP-28k_CLIP/MyStutteringLife/16/MyStutteringLife_16_30.wav,0,../Training/SEP-28k_CLIP/MyStutteringLife/16/MyStutteringLife_16_30.wav
20451,WomenWhoStutter,13,15,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/13/WomenWhoStutter_13_15.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/13/WomenWhoStutter_13_15.wav
15783,StutteringIsCool,19,22,dev,train,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutteringIsCool/19/StutteringIsCool_19_22.wav,1,../Training/SEP-28k_CLIP/StutteringIsCool/19/StutteringIsCool_19_22.wav
20707,WomenWhoStutter,15,21,test,test,0.0,0.0,1.0,1.0,1.0,0,SEP-28k_CLIP/WomenWhoStutter/15/WomenWhoStutter_15_21.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/15/WomenWhoStutter_15_21.wav
4760,IStutterSoWhat,2,2,dev,train,0.0,0.0,1.0,0.0,0.0,0,SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_2.wav,0,../Training/SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_2.wav
17154,StutteringIsCool,46,156,test,test,0.0,1.0,0.0,1.0,0.0,0,SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_156.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/46/StutteringIsCool_46_156.wav
9108,StrongVoices,23,46,dev,train,0.0,1.0,0.0,0.0,1.0,1,SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_46.wav,0,../Training/SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_46.wav
13372,StutterTalk,57,13,dev,train,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/StutterTalk/57/StutterTalk_57_13.wav,0,../Training/SEP-28k_CLIP/StutterTalk/57/StutterTalk_57_13.wav
9497,StrongVoices,28,3,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StrongVoices/28/StrongVoices_28_3.wav,1,../Training/SEP-28k_CLIP/StrongVoices/28/StrongVoices_28_3.wav
16710,StutteringIsCool,38,32,train,dev,0.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/StutteringIsCool/38/StutteringIsCool_38_32.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/38/StutteringIsCool_38_32.wav
3154,HeStutters,21,113,test,test,0.0,1.0,0.0,0.0,1.0,0,SEP-28k_CLIP/HeStutters/21/HeStutters_21_113.wav,0,../Training/SEP-28k_CLIP/HeStutters/21/HeStutters_21_113.wav
14915,StutterTalk,79,34,dev,train,0.0,0.0,0.0,1.0,1.0,0,SEP-28k_CLIP/StutterTalk/79/StutterTalk_79_34.wav,0,../Training/SEP-28k_CLIP/StutterTalk/79/StutterTalk_79_34.wav
25045,WomenWhoStutter,72,17,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/WomenWhoStutter/72/WomenWhoStutter_72_17.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/72/WomenWhoStutter_72_17.wav
11613,StutterTalk,26,150,train,dev,0.0,1.0,0.0,0.0,0.0,1,SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_150.wav,0,../Training/SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_150.wav
6717,MyStutteringLife,28,13,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/MyStutteringLife/28/MyStutteringLife_28_13.wav,1,../Training/SEP-28k_CLIP/MyStutteringLife/28/MyStutteringLife_28_13.wav
1346,HeStutters,9,2,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/HeStutters/9/HeStutters_9_2.wav,1,../Training/SEP-28k_CLIP/HeStutters/9/HeStutters_9_2.wav
21305,WomenWhoStutter,22,2,train,dev,1.0,0.0,0.0,0.0,0.0,1,SEP-28k_CLIP/WomenWhoStutter/22/WomenWhoStutter_22_2.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/22/WomenWhoStutter_22_2.wav
13621,StutterTalk,63,22,dev,train,1.0,1.0,0.0,0.0,0.0,0,SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_22.wav,0,../Training/SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_22.wav
7684,StrongVoices,1,15,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_15.wav,1,../Training/SEP-28k_CLIP/StrongVoices/1/StrongVoices_1_15.wav
14926,StutterTalk,80,5,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutterTalk/80/StutterTalk_80_5.wav,1,../Training/SEP-28k_CLIP/StutterTalk/80/StutterTalk_80_5.wav
17985,StutteringIsCool,66,32,test,test,0.0,0.0,0.0,1.0,1.0,0,SEP-28k_CLIP/StutteringIsCool/66/StutteringIsCool_66_32.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/66/StutteringIsCool_66_32.wav
14924,StutterTalk,80,3,test,test,0.0,1.0,0.0,0.0,0.0,0,SEP-28k_CLIP/StutterTalk/80/StutterTalk_80_3.wav,0,../Training/SEP-28k_CLIP/StutterTalk/80/StutterTalk_80_3.wav
10944,StutterTalk,16,27,train,dev,0.0,1.0,0.0,0.0,0.0,0,SEP-28k_CLIP/StutterTalk/16/StutterTalk_16_27.wav,0,../Training/SEP-28k_CLIP/StutterTalk/16/StutterTalk_16_27.wav
5671,MyStutteringLife,7,101,test,test,0.0,0.0,0.0,1.0,0.0,0,SEP-28k_CLIP/MyStutteringLife/7/MyStutteringLife_7_101.wav,0,../Training/SEP-28k_CLIP/MyStutteringLife/7/MyStutteringLife_7_101.wav
19483,WomenWhoStutter,1,186,test,test,1.0,0.0,0.0,0.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_186.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_186.wav
20845,WomenWhoStutter,18,39,test,test,0.0,1.0,0.0,0.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/18/WomenWhoStutter_18_39.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/18/WomenWhoStutter_18_39.wav
6624,MyStutteringLife,26,0,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/MyStutteringLife/26/MyStutteringLife_26_0.wav,1,../Training/SEP-28k_CLIP/MyStutteringLife/26/MyStutteringLife_26_0.wav
28147,WomenWhoStutter,109,10,test,test,0.0,1.0,0.0,0.0,1.0,0,SEP-28k_CLIP/WomenWhoStutter/109/WomenWhoStutter_109_10.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/109/WomenWhoStutter_109_10.wav
24792,WomenWhoStutter,66,4,test,test,0.0,1.0,0.0,0.0,1.0,1,SEP-28k_CLIP/WomenWhoStutter/66/WomenWhoStutter_66_4.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/66/WomenWhoStutter_66_4.wav
3500,HeStutters,23,31,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/HeStutters/23/HeStutters_23_31.wav,0,../Training/SEP-28k_CLIP/HeStutters/23/HeStutters_23_31.wav
25588,WomenWhoStutter,81,29,test,test,1.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/WomenWhoStutter/81/WomenWhoStutter_81_29.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/81/WomenWhoStutter_81_29.wav
10452,StutterTalk,8,4,train,dev,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_4.wav,0,../Training/SEP-28k_CLIP/StutterTalk/8/StutterTalk_8_4.wav
660,HeStutters,5,51,test,test,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/HeStutters/5/HeStutters_5_51.wav,0,../Training/SEP-28k_CLIP/HeStutters/5/HeStutters_5_51.wav
6886,MyStutteringLife,30,102,test,test,0.0,0.0,1.0,0.0,0.0,0,SEP-28k_CLIP/MyStutteringLife/30/MyStutteringLife_30_102.wav,0,../Training/SEP-28k_CLIP/MyStutteringLife/30/MyStutteringLife_30_102.wav
9626,StrongVoices,31,12,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StrongVoices/31/StrongVoices_31_12.wav,1,../Training/SEP-28k_CLIP/StrongVoices/31/StrongVoices_31_12.wav
7352,MyStutteringLife,35,97,test,test,1.0,0.0,0.0,0.0,0.0,0,SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_97.wav,0,../Training/SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_97.wav
21822,WomenWhoStutter,30,199,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/30/WomenWhoStutter_30_199.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/30/WomenWhoStutter_30_199.wav
6039,MyStutteringLife,14,35,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/MyStutteringLife/14/MyStutteringLife_14_35.wav,1,../Training/SEP-28k_CLIP/MyStutteringLife/14/MyStutteringLife_14_35.wav
20053,WomenWhoStutter,7,17,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/7/WomenWhoStutter_7_17.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/7/WomenWhoStutter_7_17.wav
10830,StutterTalk,13,33,train,dev,1.0,0.0,0.0,0.0,1.0,0,SEP-28k_CLIP/StutterTalk/13/StutterTalk_13_33.wav,0,../Training/SEP-28k_CLIP/StutterTalk/13/StutterTalk_13_33.wav
10334,StutterTalk,6,157,test,test,1.0,0.0,1.0,0.0,0.0,1,SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_157.wav,0,../Training/SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_157.wav
17212,StutteringIsCool,47,19,test,test,0.0,0.0,0.0,1.0,0.0,1,SEP-28k_CLIP/StutteringIsCool/47/StutteringIsCool_47_19.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/47/StutteringIsCool_47_19.wav
23539,WomenWhoStutter,50,345,test,test,0.0,0.0,0.0,1.0,0.0,1,SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_345.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_345.wav
4595,IStutterSoWhat,0,175,dev,train,0.0,0.0,1.0,0.0,0.0,0,SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_175.wav,0,../Training/SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_175.wav
576,HeStutters,4,7,test,test,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/HeStutters/4/HeStutters_4_7.wav,0,../Training/SEP-28k_CLIP/HeStutters/4/HeStutters_4_7.wav
3579,HeStutters,23,110,dev,train,1.0,0.0,0.0,0.0,0.0,0,SEP-28k_CLIP/HeStutters/23/HeStutters_23_110.wav,0,../Training/SEP-28k_CLIP/HeStutters/23/HeStutters_23_110.wav
24098,WomenWhoStutter,57,19,test,test,0.0,0.0,1.0,0.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_19.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_19.wav
16459,StutteringIsCool,34,98,test,test,0.0,0.0,0.0,0.0,1.0,2,SEP-28k_CLIP/StutteringIsCool/34/StutteringIsCool_34_98.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/34/StutteringIsCool_34_98.wav
24128,WomenWhoStutter,57,49,test,test,0.0,0.0,0.0,1.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_49.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/57/WomenWhoStutter_57_49.wav
14179,StutterTalk,68,79,dev,train,0.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_79.wav,0,../Training/SEP-28k_CLIP/StutterTalk/68/StutterTalk_68_79.wav
19028,WomenWhoStutter,0,14,dev,train,0.0,0.0,1.0,0.0,0.0,1,SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_14.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_14.wav
23284,WomenWhoStutter,50,90,test,test,1.0,0.0,0.0,0.0,0.0,0,SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_90.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/50/WomenWhoStutter_50_90.wav
12527,StutterTalk,40,30,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutterTalk/40/StutterTalk_40_30.wav,1,../Training/SEP-28k_CLIP/StutterTalk/40/StutterTalk_40_30.wav
17329,StutteringIsCool,50,16,test,test,0.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/StutteringIsCool/50/StutteringIsCool_50_16.wav,0,../Training/SEP-28k_CLIP/StutteringIsCool/50/StutteringIsCool_50_16.wav
25754,WomenWhoStutter,82,5,train,dev,0.0,0.0,0.0,0.0,1.0,3,SEP-28k_CLIP/WomenWhoStutter/82/WomenWhoStutter_82_5.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/82/WomenWhoStutter_82_5.wav
15144,StutteringIsCool,3,23,dev,train,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/StutteringIsCool/3/StutteringIsCool_3_23.wav,1,../Training/SEP-28k_CLIP/StutteringIsCool/3/StutteringIsCool_3_23.wav
11148,StutterTalk,21,31,dev,train,0.0,0.0,0.0,1.0,0.0,0,SEP-28k_CLIP/StutterTalk/21/StutterTalk_21_31.wav,0,../Training/SEP-28k_CLIP/StutterTalk/21/StutterTalk_21_31.wav
20534,WomenWhoStutter,14,58,test,test,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_58.wav,1,../Training/SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_58.wav
6508,MyStutteringLife,23,144,test,test,0.0,0.0,0.0,0.0,1.0,1,SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_144.wav,0,../Training/SEP-28k_CLIP/MyStutteringLife/23/MyStutteringLife_23_144.wav
3742,HVSA,0,58,train,dev,0.0,0.0,0.0,0.0,0.0,3,SEP-28k_CLIP/HVSA/0/HVSA_0_58.wav,1,../Training/SEP-28k_CLIP/HVSA/0/HVSA_0_58.wav
20593,WomenWhoStutter,14,117,test,test,1.0,0.0,0.0,0.0,1.0,0,SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_117.wav,0,../Training/SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_117.wav
