Clip,Block,Prolongation,SoundRep,WordRep,Interjection
M_0030_16y4m_1_dysfluent_056,0.009304416,0.46113154,0.09878876,0.007863742,0.99904174
M_0030_16y4m_1_dysfluent_057,0.0136513,0.013827565,0.0053809197,0.0007152099,0.99822634
M_0030_16y4m_1_dysfluent_058,0.011312468,0.016645938,0.004559703,0.00082866795,0.9985947
M_0030_16y4m_1_dysfluent_059,0.043183524,0.072880425,0.0033130005,0.00044314517,0.99825853
M_0030_16y4m_1_dysfluent_060,0.017266663,0.55218154,0.005874568,0.00016409328,0.9846342
M_0030_16y4m_1_dysfluent_061,0.007195655,0.8457435,0.012241857,0.0021475407,0.9776987
M_0030_16y4m_1_dysfluent_062,0.004302116,0.61660206,0.28677806,0.021480434,0.9954913
M_0030_16y4m_1_dysfluent_063,0.011245695,0.08778905,0.71967953,0.007094178,0.996207
M_0030_16y4m_1_dysfluent_064,0.011245695,0.08778905,0.71967953,0.007094178,0.996207
M_0030_16y4m_1_dysfluent_065,0.030051233,0.048042238,0.9470377,0.040032998,0.9945785
M_0030_16y4m_1_dysfluent_066,0.03390441,0.038170684,0.42177376,0.0094442,0.99925417
M_0030_16y4m_1_dysfluent_067,0.010230195,0.026592465,0.00560579,0.010238594,0.9997112
M_0030_16y4m_1_dysfluent_068,0.018988749,0.015414759,0.0071723405,0.012857705,0.9998109
M_0030_16y4m_1_dysfluent_069,0.0017889029,0.0025632654,0.00036214822,0.0012208029,0.84122
M_0030_16y4m_1_dysfluent_070,0.00045623264,0.0025108387,0.003961723,0.0001761887,0.00079111906
M_0030_16y4m_1_dysfluent_071,0.00056067226,0.0029162962,0.0034861332,0.00016449337,0.00042197917
M_0030_16y4m_1_dysfluent_072,0.066375025,0.09288658,0.00090221356,0.99446046,0.2467537
M_0030_16y4m_1_dysfluent_073,0.046370648,0.03781806,0.0016459383,0.99901736,0.08379603
M_0030_16y4m_1_dysfluent_074,0.046370648,0.03781806,0.0016459383,0.99901736,0.08379603
M_0030_16y4m_1_dysfluent_075,0.00522256,0.11155644,0.10072845,0.9988336,0.01743916
M_0030_16y4m_1_dysfluent_076,0.00522256,0.11155644,0.10072845,0.9988336,0.01743916
M_0030_16y4m_1_dysfluent_077,0.39912146,0.00113687,0.00027277364,0.02382012,0.0017980061
M_0030_16y4m_1_dysfluent_078,0.089208044,0.0063726977,0.004763889,0.009774779,0.999838
M_0030_16y4m_1_dysfluent_079,0.002221808,0.9198823,0.004732866,0.072201,0.9749943
M_0030_16y4m_1_dysfluent_080,0.0060479036,0.58072424,0.0038869202,0.009378333,0.99666226
M_0030_16y4m_1_dysfluent_081,0.0053943517,0.63444656,0.0014959159,0.021880675,0.9875973
M_0030_16y4m_1_dysfluent_082,0.0065385024,0.013886802,0.08419933,0.0007048082,0.99741447
M_0030_16y4m_1_dysfluent_083,0.000334764,0.48828146,0.015541415,0.055305395,0.9808152
M_0030_16y4m_1_dysfluent_084,0.0073068305,0.01729546,0.0069780555,0.0023709857,0.999374
M_0030_16y4m_1_dysfluent_085,0.016253656,0.01899372,0.005607654,0.0005232717,0.9986834
M_0030_16y4m_1_dysfluent_086,0.0008195732,0.002378599,0.002312306,0.00019810391,0.003562651
M_0030_16y4m_1_dysfluent_087,0.0010162174,0.004785699,0.0007639177,6.924824e-05,0.0013985151
M_0030_16y4m_1_dysfluent_088,0.008504267,0.0042636483,0.0017490151,0.99873286,0.00052726554
M_0030_16y4m_1_dysfluent_089,0.01530141,0.007134667,0.0009282526,0.9982134,0.00050147483
M_0030_16y4m_1_dysfluent_090,0.0044549876,0.61067414,0.15683937,0.842723,0.0065077064
M_0030_16y4m_1_dysfluent_091,0.0039469195,0.52705747,0.014307647,0.9971322,0.008712686
M_0030_16y4m_1_dysfluent_092,0.0053001572,0.18360367,0.009476828,0.99957067,0.027547302
M_0030_16y4m_1_dysfluent_093,0.0027365268,0.12674299,0.0020081545,0.9994123,0.020813273
M_0030_16y4m_1_dysfluent_094,0.00023225637,0.023754615,0.0007251567,0.0009910866,0.00010440411
M_0030_16y4m_1_dysfluent_095,0.0821692,0.0057696234,0.0039097746,0.0067719794,0.9997614
M_0030_16y4m_1_dysfluent_096,0.14655972,0.010803166,0.0020911233,0.0060714474,0.99981695
M_0030_16y4m_1_dysfluent_097,0.37769014,0.02763572,7.846094e-05,0.00022590088,0.023873921
M_0030_16y4m_1_dysfluent_098,0.00013578363,0.006618245,0.0013695335,0.0012109788,0.0004356146
M_0030_16y4m_1_dysfluent_099,0.00031758327,0.0050325072,0.0054627913,0.00017479566,0.00043121123
M_0030_16y4m_1_dysfluent_100,0.00018352995,0.010018148,0.0019463106,0.00036437967,0.00048420546
M_0030_16y4m_1_dysfluent_101,0.0020426956,0.3215111,0.3690872,0.00021846377,0.060320113
M_0030_16y4m_1_dysfluent_102,0.009536266,0.04600852,0.0048898817,0.12189225,0.99975723
M_0030_16y4m_1_dysfluent_103,0.022337908,0.028579602,0.005126865,0.003846375,0.99977547
M_0030_16y4m_1_dysfluent_104,0.018004922,0.051139556,0.003644238,0.0019614627,0.99962807
M_0030_16y4m_1_dysfluent_105,0.028461646,0.022881119,0.0020488699,0.0030790325,0.9997068
M_0030_16y4m_1_dysfluent_106,0.019025462,0.05595588,0.010827785,0.0015564206,0.9995844
M_0030_16y4m_1_dysfluent_107,0.00059578253,0.50141865,0.37478912,0.00015029772,0.004150662
M_0030_16y4m_1_dysfluent_108,0.000580366,0.61155915,0.031683538,0.0036951292,8.583122e-05
M_0030_16y4m_1_dysfluent_109,0.0018079756,0.11379998,0.0015495577,9.455941e-05,0.0007442768
M_0030_16y4m_1_dysfluent_110,0.0018228587,0.029140798,0.007516772,0.0025304276,0.9979221
M_0030_16y4m_1_dysfluent_111,0.01972351,0.014466019,0.002472167,0.0010756924,0.9991217
M_0030_16y4m_1_dysfluent_112,0.010475239,0.01526433,0.004964796,0.001106145,0.99899524
M_0030_16y4m_1_dysfluent_113,0.00530773,0.05793589,0.018619753,0.00031436363,0.9928826
M_0030_16y4m_1_dysfluent_114,0.0070450273,0.01950862,0.0020250867,0.00071316055,0.99769443
M_0030_16y4m_1_dysfluent_115,0.010350231,0.006359739,0.02920503,0.0013228611,0.998988
M_0030_16y4m_1_dysfluent_116,0.023483338,0.011436001,0.0023578159,0.0010588963,0.9990576
M_0030_16y4m_1_dysfluent_117,0.012551095,0.020811865,0.0031244697,0.0014122139,0.9989403
M_0030_16y4m_1_dysfluent_118,0.03383152,0.052218772,0.0049581407,0.00045352665,0.99919826
M_0030_16y4m_1_dysfluent_119,0.027995503,0.06324896,0.0026307467,0.00073507597,0.99915147
M_0030_16y4m_1_dysfluent_120,0.03453167,0.77562404,0.015543772,0.00012912009,0.9648212
M_0030_16y4m_1_dysfluent_121,0.025139948,0.7890606,0.0053435145,0.000571191,0.98873514
M_0030_16y4m_1_dysfluent_122,0.008939382,0.5230417,0.01756191,0.00056554814,0.9043108
M_0030_16y4m_1_dysfluent_123,0.007150641,0.0018212923,0.00024026324,9.5362346e-05,0.0095882425
M_0030_16y4m_1_dysfluent_124,0.0018037587,0.0025046398,0.00060443947,9.0545334e-05,0.0017543272
M_0030_16y4m_1_dysfluent_125,0.17488004,0.005308218,0.0023194808,0.009005072,0.99975735
M_0030_16y4m_1_dysfluent_126,0.22384669,0.19373234,0.0014019515,0.0009384405,0.99776435
M_0030_16y4m_1_dysfluent_127,0.5414165,0.031411126,0.0046792696,0.00040564375,0.9911718
M_0030_16y4m_1_dysfluent_128,0.09408618,0.030317074,0.044542678,4.2290463e-05,9.02556e-05
M_0030_16y4m_1_dysfluent_129,0.0026413323,0.007905814,0.00042036656,8.2026105e-05,0.0016725248
M_0030_16y4m_1_dysfluent_130,0.015759107,0.56893146,0.0030185706,0.00037703305,0.9898857
M_0030_16y4m_1_dysfluent_131,0.026651874,0.82181907,0.22660077,0.0004657493,0.94893485
M_0030_16y4m_1_dysfluent_132,0.035536584,0.16418187,0.9357324,0.0073151463,0.9827717
M_0030_16y4m_1_dysfluent_133,0.0068046916,0.83525515,0.052150946,0.00011972866,0.00016691581
M_0030_16y4m_1_dysfluent_134,0.050069705,0.06783591,0.010884885,0.0002613288,0.99813735
M_0030_16y4m_1_dysfluent_135,0.96301323,0.14161058,0.00027353747,0.0024254424,0.0036005017
M_0030_16y4m_1_dysfluent_136,0.00018675406,0.0054182173,0.001889259,0.00058437197,0.0007287518
M_0030_16y4m_1_dysfluent_137,0.0003639322,0.003533122,0.0027441839,0.00036900362,0.00022991606
M_0030_16y4m_1_dysfluent_138,0.00047155927,0.0022092727,0.0029628598,0.0002953443,0.0004998163
M_0030_16y4m_1_dysfluent_139,0.0002609342,0.022325508,0.001512103,0.0002630376,0.00036779002
M_0030_16y4m_1_dysfluent_140,0.0002609342,0.022325508,0.001512103,0.0002630376,0.00036779002
M_0030_16y4m_1_dysfluent_141,0.0058503766,0.008486913,0.025986537,0.0007095977,0.99692327
M_0030_16y4m_1_dysfluent_142,0.25057325,0.099883266,0.0021366195,0.00017216921,0.98780197
M_0030_16y4m_1_dysfluent_143,0.25259727,0.028231468,0.0004580768,0.0023069563,0.9990361
M_0030_16y4m_1_dysfluent_144,0.08914081,0.044729438,0.0005298554,0.01197371,0.9995987
M_0030_16y4m_1_dysfluent_145,0.009444584,0.00081530155,0.0017437994,0.00012219475,0.0004904152
M_0030_16y4m_1_dysfluent_146,0.00019854546,0.006281348,0.001461235,0.00025502514,0.0011567583
M_0030_16y4m_1_dysfluent_147,0.00059216534,0.03710991,0.00048174203,7.213641e-05,0.0021418517
M_0030_16y4m_1_dysfluent_148,0.03398369,0.0237944,0.00027608286,0.027845403,0.9990276
M_0030_16y4m_1_dysfluent_149,0.10067479,0.005217405,0.0010624648,0.001979128,0.9988457
M_0030_16y4m_1_dysfluent_150,0.030741071,0.054889083,0.033612795,0.54682946,0.0010921494
M_0030_16y4m_1_dysfluent_151,0.056573413,0.14293386,0.009396078,0.07217396,0.0020651752
M_0030_16y4m_1_dysfluent_152,0.5643711,0.392486,0.0018361796,0.00059480837,0.0002599164
M_0030_16y4m_1_dysfluent_153,0.01132528,0.8132547,0.000929454,0.008740557,0.0019152309
M_0030_16y4m_1_dysfluent_154,0.007268504,0.5677346,0.12263081,0.006285916,0.9713281
M_0030_16y4m_1_dysfluent_155,0.012433483,0.35461855,0.0032439833,0.9689501,0.99375474
M_0030_16y4m_1_dysfluent_156,0.41853198,0.025813531,0.0059847427,0.9855079,0.99730885
M_0030_16y4m_1_dysfluent_157,0.62353724,0.03578326,0.006066308,0.9854027,0.9951379
M_0030_16y4m_1_dysfluent_158,0.7625861,0.540503,0.44899473,0.47504884,0.9478877
M_0030_16y4m_1_dysfluent_159,0.25029966,0.0075701666,0.0007515122,0.0013363372,0.99885905
M_0030_16y4m_1_dysfluent_160,0.008453889,0.018785385,0.08013523,0.0053606182,0.99777067
M_0030_16y4m_1_dysfluent_161,0.002390589,0.01176555,0.00952343,0.0033215028,0.9949929
M_0030_16y4m_1_dysfluent_162,0.005981033,0.035787,0.99222964,0.0017930262,0.00053618744
M_0030_16y4m_1_dysfluent_163,0.0035051485,0.027695395,0.987472,0.003216697,0.00044518255
M_0030_16y4m_1_dysfluent_164,0.1061752,0.008980305,0.001984099,0.005120463,0.99969566
M_0030_16y4m_1_dysfluent_165,0.07597573,0.023942688,0.002197344,0.0023280813,0.9994646
M_0030_16y4m_1_dysfluent_166,0.00028077577,0.1376822,0.0245033,5.002194e-05,0.010216111
M_0030_16y4m_1_dysfluent_167,0.0009021793,0.4614662,0.0027375408,3.8286867e-05,0.041035846
M_0030_16y4m_1_dysfluent_168,0.007371968,0.033593908,0.00014091023,2.889173e-05,0.017351232
M_0030_16y4m_1_dysfluent_169,0.027266832,0.0030942217,0.0003499707,2.8949318e-05,0.016353754
M_0030_16y4m_1_dysfluent_170,0.0063712304,0.010864948,0.00018719796,5.850216e-05,0.0006843207
M_0030_16y4m_1_dysfluent_171,0.009493212,0.37614378,0.00016427816,3.8521623e-05,0.00201596
M_0030_16y4m_1_dysfluent_172,0.0033552148,0.029360143,0.00020067308,6.598975e-05,0.36038196
M_0030_16y4m_1_dysfluent_173,0.0058024554,0.028790865,0.0020750181,0.0005424003,0.9972525
M_0030_16y4m_1_dysfluent_174,0.0048791785,0.43095553,0.006631261,0.98437274,0.9823111
M_0030_16y4m_1_dysfluent_175,0.0033642421,0.33811393,0.008026781,0.9806426,0.95368713
M_0030_16y4m_1_dysfluent_176,0.004182583,0.0076227323,0.0028999005,0.001564231,0.9978307
M_0030_16y4m_1_dysfluent_177,0.5405146,0.0022891338,0.0019398152,0.006990255,0.99927753
M_0061_16y9m-1_dysfluent_000,0.00566732,0.010892223,0.00398924,0.010697668,0.99947983
M_0061_16y9m-1_dysfluent_001,0.039644912,0.37074158,0.011319073,0.00012296444,0.9564969
M_0061_16y9m-1_dysfluent_002,0.010517165,0.3336768,0.004106882,0.00019634975,0.98963684
M_0061_16y9m-1_dysfluent_003,0.52080435,0.008142589,0.0010304875,0.0013817028,0.98168117
M_0061_16y9m-1_dysfluent_004,0.10051835,0.034407355,0.053047627,0.0004986167,0.0024991552
M_0061_16y9m-1_dysfluent_005,0.011219924,0.004669923,0.0065404205,0.9994723,0.00060393155
M_0061_16y9m-1_dysfluent_006,0.011219924,0.004669923,0.0065404205,0.9994723,0.00060393155
M_0061_16y9m-1_dysfluent_007,0.0061882436,0.027850367,0.13564508,0.99913055,0.00021221754
M_0061_16y9m-1_dysfluent_008,0.010584133,0.035471056,0.04710777,0.99949884,0.0003891877
M_0061_16y9m-1_dysfluent_009,0.025594095,0.04818355,0.4868454,0.99850094,0.0004582598
M_0061_16y9m-1_dysfluent_010,0.022299075,0.07895343,0.9003325,0.9922157,0.0005688567
M_0061_16y9m-1_dysfluent_011,0.0052293353,0.012984281,0.008410277,0.9986576,0.00014804315
M_0061_16y9m-1_dysfluent_012,0.020519981,0.0052060946,0.00936775,0.9988232,0.0003299205
M_0061_16y9m-1_dysfluent_013,0.020519981,0.0052060946,0.00936775,0.9988232,0.0003299205
M_0061_16y9m-1_dysfluent_014,0.00043076376,0.002251423,0.020858338,0.0004008191,0.0017912409
M_0061_16y9m-1_dysfluent_015,0.0006402523,0.92650443,0.0010995211,0.0005457576,0.008815633
M_0061_16y9m-1_dysfluent_016,0.00060762,0.045875844,0.00017188954,0.018307999,0.00013089056
M_0061_16y9m-1_dysfluent_017,0.009866701,0.019249192,0.00042387404,0.9961612,0.00030109222
M_0061_16y9m-1_dysfluent_018,0.006880831,0.049200855,0.00040781056,0.9911355,0.00029029007
M_0061_16y9m-1_dysfluent_019,0.0026607052,0.035781015,0.00013073925,6.088912e-05,0.00089425675
M_0061_16y9m-1_dysfluent_020,0.003139751,0.19337504,0.0050892564,0.00010913986,2.0487634e-05
M_0061_16y9m-1_dysfluent_021,0.0057636197,0.06851413,0.3191886,2.4974852e-05,0.0006039678
M_0061_16y9m-1_dysfluent_022,0.0057636197,0.06851413,0.3191886,2.4974852e-05,0.0006039678
M_0061_16y9m-1_dysfluent_023,0.0021234702,0.9113711,0.00753938,5.150809e-05,0.006007316
M_0061_16y9m-1_dysfluent_024,0.010610996,0.99460477,0.004989712,0.0016025763,0.0016017328
M_0061_16y9m-1_dysfluent_025,0.0005822967,0.73446965,0.0056919325,0.71218634,6.71245e-05
M_0061_16y9m-1_dysfluent_026,0.00040861242,0.25702557,0.017232826,0.9856322,6.171336e-05
M_0061_16y9m-1_dysfluent_027,0.0025824783,0.04406834,9.01584e-05,0.001370185,0.7833436
M_0061_16y9m-1_dysfluent_028,0.0014522631,0.0009246868,0.0002878606,0.008254167,0.010754672
M_0061_16y9m-1_dysfluent_029,0.0010050026,0.56363547,0.00052128016,0.0001508193,0.00052579807
M_0061_16y9m-1_dysfluent_030,0.020416034,0.1103583,0.06379947,0.0030374003,0.9989648
M_0061_16y9m-1_dysfluent_031,0.0005673138,0.0023560904,0.00023486672,0.00058826077,0.023969721
M_0061_16y9m-1_dysfluent_032,0.016932596,0.013904812,0.031569578,0.999701,0.002062982
M_0061_16y9m-1_dysfluent_033,0.016932596,0.013904812,0.031569578,0.999701,0.002062982
M_0061_16y9m-1_dysfluent_034,0.026370903,0.005405928,0.012722996,0.99940205,0.0012743955
M_0061_16y9m-1_dysfluent_035,0.023403293,0.010616024,0.02246459,0.9993938,0.00067403505
M_0061_16y9m-1_dysfluent_036,0.023403293,0.010616024,0.02246459,0.9993938,0.00067403505
M_0061_16y9m-1_dysfluent_037,0.02361507,0.006383235,0.011715005,0.9992843,0.000272355
M_0061_16y9m-1_dysfluent_038,0.02627742,0.009128858,0.030523613,0.9995347,0.000746185
M_0061_16y9m-1_dysfluent_039,0.008267339,0.9756467,0.0020686244,0.0053133084,0.00021097998
M_0061_16y9m-1_dysfluent_040,0.0054835035,0.695227,0.5142498,0.0063357716,0.9929061
M_0061_16y9m-1_dysfluent_041,0.0028783833,0.61219394,0.087858744,0.0008819199,0.9944601
M_0061_16y9m-1_dysfluent_042,0.0028783833,0.61219394,0.087858744,0.0008819199,0.9944601
M_0061_16y9m-1_dysfluent_043,0.016784845,0.9550687,0.1947418,0.006008053,0.00081394
M_0061_16y9m-1_dysfluent_044,0.022461835,0.4348804,0.80835855,0.24149561,0.005049437
M_0061_16y9m-1_dysfluent_045,0.010587809,0.67445874,0.80596757,0.07455447,0.005852901
M_0061_16y9m-1_dysfluent_046,0.2369964,0.04928439,0.9706354,0.0031207663,0.012530421
M_0061_16y9m-1_dysfluent_047,0.0010062011,0.2560531,0.9290865,0.00029190752,0.039963268
M_0061_16y9m-1_dysfluent_048,0.01753056,0.53700346,0.0007954453,5.7839043e-05,0.012703035
M_0061_16y9m-1_dysfluent_049,0.1481732,0.6446707,0.048724234,2.0250553e-05,0.00047503514
M_0061_16y9m-1_dysfluent_050,0.010723224,0.094353035,0.016131017,0.0015510626,0.9994923
M_0061_16y9m-1_dysfluent_051,0.0041868757,0.17688154,0.120576054,0.96507674,0.9939387
M_0061_16y9m-1_dysfluent_052,0.036391728,0.028980758,0.01986025,0.99771404,0.9192669
M_0061_16y9m-1_dysfluent_053,0.0016511894,0.23157153,0.0036359283,0.9894595,5.8926795e-05
M_0061_16y9m-1_dysfluent_054,0.005369035,0.83457875,0.0049594864,0.00015428656,0.8944731
M_0061_16y9m-1_dysfluent_055,0.072171345,0.04836623,0.011595039,8.01304e-05,0.9852309
M_0061_16y9m-1_dysfluent_056,0.48539802,0.8468791,0.0003801155,0.00011334737,0.010879479
M_0061_16y9m-1_dysfluent_057,0.039678812,0.8927311,0.00024615493,0.00022614417,0.0014418701
M_0061_16y9m-1_dysfluent_058,0.003730896,0.33387452,0.009112375,0.00039527682,0.98945564
M_0061_16y9m-1_dysfluent_059,0.0047443938,0.66740996,0.006934782,0.0067825397,0.8999345
M_0061_16y9m-1_dysfluent_060,0.0003380848,0.00307519,0.00044921628,0.0029869853,0.00047591963
M_0061_16y9m-1_dysfluent_061,0.0004700293,0.002654512,0.011849692,0.071842074,0.00024274077
M_0061_16y9m-1_dysfluent_062,0.020086331,0.07814411,0.0009492212,0.0008460306,0.9989353
M_0061_16y9m-1_dysfluent_063,0.010440702,0.9836341,0.22790074,0.00024681483,0.035914294
M_0061_16y9m-1_dysfluent_064,0.0714941,0.5716386,0.08366346,0.1589248,0.9944977
M_0061_16y9m-1_dysfluent_065,0.016118014,0.42055815,0.020469965,0.47877538,0.9957295
M_0061_16y9m-1_dysfluent_066,0.016118014,0.42055815,0.020469965,0.47877538,0.9957295
M_0061_16y9m-1_dysfluent_067,0.0031952292,0.53776336,0.015569457,0.92580175,0.9791996
M_0061_16y9m-1_dysfluent_068,0.009357013,0.061029535,0.00091375224,0.005302958,0.99929774
M_0061_16y9m-1_dysfluent_069,0.0018654047,0.35346207,0.010767041,0.0012831185,0.93258774
M_0061_16y9m-1_dysfluent_070,0.0018654047,0.35346207,0.010767041,0.0012831185,0.93258774
M_0061_16y9m-1_dysfluent_071,0.033760313,0.006082718,0.0029661169,0.0049632248,0.99959975
M_0061_16y9m-1_dysfluent_072,0.021362068,0.0035450377,0.0018491043,0.0013641579,0.99761176
M_0061_16y9m-1_dysfluent_073,0.0015668606,0.033401392,2.812921e-05,0.0044072103,0.25438547
M_0061_16y9m-1_dysfluent_074,0.0075786756,0.0061853086,0.0040337895,0.002524944,0.9982002
M_0061_16y9m-1_dysfluent_075,0.008447848,0.013182608,0.013837968,0.9875536,0.99356467
M_0061_16y9m-1_dysfluent_076,0.0066047064,0.016027892,0.0052183997,0.99142754,0.9818064
M_0061_16y9m-1_dysfluent_077,0.002027863,0.025269778,0.002169027,0.99218655,0.010420541
M_0061_16y9m-1_dysfluent_078,0.0045678024,0.0080315955,0.0002616412,0.0001626579,0.4029651
M_0061_16y9m-1_dysfluent_079,0.0047908956,0.40029246,0.00030835334,3.0801377e-05,0.007197723
M_0061_16y9m-1_dysfluent_080,0.00409557,0.00807972,0.0011450475,0.9980463,0.0003886394
M_0061_16y9m-1_dysfluent_081,0.0035695592,0.010349078,0.00060799764,0.9966988,0.0003849974
M_0061_16y9m-1_dysfluent_082,0.019214844,0.94868803,0.46745923,7.548242e-05,0.002043701
M_0061_16y9m-1_dysfluent_083,0.9919451,0.008745748,0.00041899513,0.001533101,0.002588244
M_0061_16y9m-1_dysfluent_084,0.9956031,0.02367089,0.00048027118,0.0023477294,0.0027734796
M_0061_16y9m-1_dysfluent_085,0.0039574536,0.000590081,0.050333057,0.00015524875,0.0014272294
M_0061_16y9m-1_dysfluent_086,0.004565728,0.0020110896,0.0041590747,0.9975138,0.0004854137
M_0061_16y9m-1_fluent_000,0.00010880328,0.007990701,0.0057524084,0.07695596,0.00018270791
M_0061_16y9m-1_fluent_001,0.00044736642,0.0029229133,0.016967222,0.18237622,3.8822407e-05
M_0061_16y9m-1_fluent_002,0.0002672516,0.0032551112,0.0010133991,0.001456328,0.00036260302
