Show,EpId,ClipId,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords,NoSpeech,Clip,audio_path
FluencyBank,010,69,0,0,0,1,0,0,0,2,0,FluencyBank_010_69,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_69.wav
FluencyBank,010,70,0,0,0,0,0,0,0,3,0,FluencyBank_010_70,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_70.wav
FluencyBank,010,71,0,0,0,0,0,0,0,3,0,FluencyBank_010_71,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_71.wav
FluencyBank,010,72,0,0,0,0,0,0,0,3,0,FluencyBank_010_72,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_72.wav
FluencyBank,010,73,0,0,0,0,0,0,1,3,0,FluencyBank_010_73,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_73.wav
FluencyBank,010,74,0,0,0,0,0,0,0,3,0,FluencyBank_010_74,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_74.wav
FluencyBank,010,75,0,0,0,3,0,1,0,0,0,FluencyBank_010_75,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_75.wav
FluencyBank,010,76,0,0,0,1,0,0,0,2,0,FluencyBank_010_76,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_76.wav
FluencyBank,010,77,0,0,0,1,0,0,0,2,0,FluencyBank_010_77,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_77.wav
FluencyBank,010,78,0,0,1,0,0,0,3,2,0,FluencyBank_010_78,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_78.wav
FluencyBank,010,79,0,0,0,1,0,3,3,0,0,FluencyBank_010_79,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_79.wav
FluencyBank,010,80,0,0,0,0,0,0,0,3,0,FluencyBank_010_80,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_80.wav
FluencyBank,010,81,0,0,0,0,0,0,0,3,0,FluencyBank_010_81,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_81.wav
FluencyBank,010,82,0,0,0,1,1,2,0,0,0,FluencyBank_010_82,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_82.wav
FluencyBank,010,83,0,0,0,0,0,0,0,3,0,FluencyBank_010_83,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_83.wav
FluencyBank,010,84,0,0,0,0,0,0,0,3,0,FluencyBank_010_84,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_84.wav
FluencyBank,010,85,0,0,0,0,0,0,2,3,0,FluencyBank_010_85,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_85.wav
FluencyBank,010,86,0,0,0,0,0,0,3,3,0,FluencyBank_010_86,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_86.wav
FluencyBank,010,87,0,0,0,0,0,0,0,3,0,FluencyBank_010_87,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_87.wav
FluencyBank,010,88,0,0,0,0,0,0,0,3,0,FluencyBank_010_88,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_88.wav
FluencyBank,010,89,0,0,0,0,0,0,0,3,0,FluencyBank_010_89,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_89.wav
FluencyBank,010,90,0,0,0,0,0,1,0,2,0,FluencyBank_010_90,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_90.wav
FluencyBank,010,91,0,0,0,0,0,0,0,3,0,FluencyBank_010_91,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_91.wav
FluencyBank,010,92,0,0,0,0,0,0,0,3,0,FluencyBank_010_92,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_92.wav
FluencyBank,010,93,0,0,1,0,0,0,0,2,0,FluencyBank_010_93,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_93.wav
FluencyBank,010,94,0,0,0,0,0,0,0,3,0,FluencyBank_010_94,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_94.wav
FluencyBank,010,95,0,0,0,0,0,0,0,3,0,FluencyBank_010_95,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_95.wav
FluencyBank,010,96,0,0,0,0,0,0,0,3,0,FluencyBank_010_96,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_96.wav
FluencyBank,010,97,0,0,0,0,0,2,0,1,0,FluencyBank_010_97,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_97.wav
FluencyBank,010,98,0,0,0,1,0,0,0,2,0,FluencyBank_010_98,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_98.wav
FluencyBank,010,99,0,0,0,1,0,0,0,2,0,FluencyBank_010_99,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/010/FluencyBank_010_99.wav
FluencyBank,016,0,0,0,0,0,0,0,0,3,0,FluencyBank_016_0,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_0.wav
FluencyBank,016,1,0,0,1,0,0,0,0,2,0,FluencyBank_016_1,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_1.wav
FluencyBank,016,2,0,0,0,0,0,0,2,3,0,FluencyBank_016_2,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_2.wav
FluencyBank,016,3,0,0,0,0,0,0,0,3,0,FluencyBank_016_3,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_3.wav
FluencyBank,016,4,0,0,0,1,0,0,0,2,0,FluencyBank_016_4,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_4.wav
FluencyBank,016,5,1,0,1,1,0,0,0,1,0,FluencyBank_016_5,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_5.wav
FluencyBank,016,6,0,0,0,1,1,0,1,1,0,FluencyBank_016_6,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_6.wav
FluencyBank,016,7,0,0,0,0,0,0,0,3,0,FluencyBank_016_7,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_7.wav
FluencyBank,016,8,0,0,0,0,0,0,3,3,0,FluencyBank_016_8,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_8.wav
FluencyBank,016,9,0,0,0,0,0,0,2,3,0,FluencyBank_016_9,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_9.wav
FluencyBank,016,10,0,0,0,0,0,0,0,3,0,FluencyBank_016_10,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_10.wav
FluencyBank,016,11,0,0,0,0,0,0,0,3,0,FluencyBank_016_11,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_11.wav
FluencyBank,016,12,0,0,0,1,1,1,0,0,0,FluencyBank_016_12,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_12.wav
FluencyBank,016,13,0,0,3,0,0,0,0,0,0,FluencyBank_016_13,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_13.wav
FluencyBank,016,14,0,0,0,1,0,0,0,2,0,FluencyBank_016_14,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_14.wav
FluencyBank,016,15,0,0,0,0,0,0,0,3,0,FluencyBank_016_15,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_15.wav
FluencyBank,016,16,0,0,1,0,0,0,0,2,0,FluencyBank_016_16,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_16.wav
FluencyBank,016,17,0,0,1,2,1,0,0,0,0,FluencyBank_016_17,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_17.wav
FluencyBank,016,18,0,0,0,1,1,0,0,2,0,FluencyBank_016_18,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_18.wav
FluencyBank,016,19,0,0,0,0,0,0,0,3,0,FluencyBank_016_19,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_19.wav
FluencyBank,016,20,0,0,0,1,1,0,1,1,0,FluencyBank_016_20,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_20.wav
FluencyBank,016,21,0,0,0,0,0,0,1,3,0,FluencyBank_016_21,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_21.wav
FluencyBank,016,22,0,0,2,0,0,0,1,1,0,FluencyBank_016_22,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_22.wav
FluencyBank,016,23,0,0,0,0,0,0,2,3,0,FluencyBank_016_23,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_23.wav
FluencyBank,016,24,0,0,0,0,0,1,2,2,0,FluencyBank_016_24,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_24.wav
FluencyBank,016,25,0,0,0,0,0,0,3,3,0,FluencyBank_016_25,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_25.wav
FluencyBank,016,26,0,0,1,1,2,0,0,0,0,FluencyBank_016_26,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_26.wav
FluencyBank,016,27,0,0,0,1,2,0,0,1,0,FluencyBank_016_27,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_27.wav
FluencyBank,016,28,0,0,0,0,0,0,2,3,0,FluencyBank_016_28,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_28.wav
FluencyBank,016,29,0,0,0,0,0,0,3,3,0,FluencyBank_016_29,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_29.wav
FluencyBank,016,30,0,0,0,0,0,0,3,3,0,FluencyBank_016_30,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_30.wav
FluencyBank,016,31,0,0,0,2,0,1,3,0,0,FluencyBank_016_31,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_31.wav
FluencyBank,016,32,0,0,1,2,2,0,0,0,0,FluencyBank_016_32,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_32.wav
FluencyBank,016,33,0,0,0,0,2,2,0,0,0,FluencyBank_016_33,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_33.wav
FluencyBank,016,34,0,0,1,0,0,0,0,2,0,FluencyBank_016_34,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_34.wav
FluencyBank,016,35,0,0,0,0,0,0,3,3,0,FluencyBank_016_35,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_35.wav
FluencyBank,016,36,0,0,0,1,0,2,3,0,0,FluencyBank_016_36,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_36.wav
FluencyBank,016,37,0,0,1,0,0,0,0,2,0,FluencyBank_016_37,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_37.wav
FluencyBank,016,38,0,0,1,1,1,1,0,0,0,FluencyBank_016_38,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_38.wav
FluencyBank,016,39,0,0,0,2,2,0,0,0,0,FluencyBank_016_39,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_39.wav
FluencyBank,016,40,0,0,0,2,0,0,0,1,0,FluencyBank_016_40,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_40.wav
FluencyBank,016,41,0,0,0,0,0,0,0,3,0,FluencyBank_016_41,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_41.wav
FluencyBank,016,42,0,0,0,0,0,0,0,3,0,FluencyBank_016_42,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_42.wav
FluencyBank,016,43,0,0,1,0,0,0,0,2,0,FluencyBank_016_43,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_43.wav
FluencyBank,016,44,0,0,0,0,1,1,1,1,0,FluencyBank_016_44,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_44.wav
FluencyBank,016,45,0,0,0,0,0,0,0,3,0,FluencyBank_016_45,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_45.wav
FluencyBank,016,46,0,0,0,1,1,1,1,0,0,FluencyBank_016_46,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_46.wav
FluencyBank,016,47,0,0,0,0,0,0,1,3,0,FluencyBank_016_47,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_47.wav
FluencyBank,016,48,0,0,0,1,1,0,0,1,0,FluencyBank_016_48,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_48.wav
FluencyBank,016,49,0,0,0,0,1,0,0,2,0,FluencyBank_016_49,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_49.wav
FluencyBank,016,50,0,0,0,0,0,0,0,3,0,FluencyBank_016_50,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_50.wav
FluencyBank,016,51,0,0,1,0,0,0,0,2,0,FluencyBank_016_51,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_51.wav
FluencyBank,016,52,0,0,0,0,0,0,3,3,0,FluencyBank_016_52,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_52.wav
FluencyBank,016,53,0,0,0,0,0,0,0,3,0,FluencyBank_016_53,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_53.wav
FluencyBank,016,54,0,0,1,1,0,2,1,0,0,FluencyBank_016_54,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_54.wav
FluencyBank,016,55,0,0,0,0,1,0,0,2,0,FluencyBank_016_55,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_55.wav
FluencyBank,016,56,0,0,0,0,0,0,1,3,0,FluencyBank_016_56,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_56.wav
FluencyBank,016,57,0,0,1,0,0,0,3,2,0,FluencyBank_016_57,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_57.wav
FluencyBank,016,58,0,0,0,0,0,0,0,3,0,FluencyBank_016_58,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_58.wav
FluencyBank,016,59,0,0,2,1,0,0,2,1,0,FluencyBank_016_59,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_59.wav
FluencyBank,016,60,0,0,1,0,0,0,2,2,0,FluencyBank_016_60,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_60.wav
FluencyBank,016,61,0,0,1,1,2,0,0,0,0,FluencyBank_016_61,fluencybank_CLIP/fluencybank_CLIP/FluencyBank/016/FluencyBank_016_61.wav
