Clip,SoundRep,WordRep,Interjection
StrongVoices_18_33,0.012331175,0.00014837158,0.00075725757
WomenWhoStutter_62_128,0.00056156627,6.0859744e-05,0.006524477
StutterTalk_33_69,0.9313685,0.0035376993,0.00016477783
StutterTalk_36_15,0.003609995,0.002063528,0.99956936
StutterTalk_25_54,0.0027740677,0.00012434695,0.00028516154
StrongVoices_10_59,0.0008546806,0.00018260743,0.00047773818
StrongVoices_6_192,0.00017923053,0.0003236484,0.0032017438
WomenWhoStutter_1_127,0.8811515,9.1254034e-05,0.009252225
WomenWhoStutter_96_115,0.97364354,0.000862676,0.0020808717
StutterTalk_8_150,0.012493211,0.00022402663,8.730297e-05
StutterTalk_33_195,0.9945215,0.00068982516,0.0021555177
StutteringIsCool_80_64,0.0018195646,0.0009161779,0.00012010705
StutteringIsCool_55_11,0.00045153356,0.0001165588,0.31342456
StutteringIsCool_45_20,0.0005385659,0.00020610799,0.88235366
IStutterSoWhat_4_19,0.0018151384,0.00018240279,0.00026114774
IStutterSoWhat_4_150,0.00017433077,0.00051771494,0.0016746145
StutterTalk_14_28,0.0026516945,0.0021873158,0.99961483
StutteringIsCool_76_9,0.0028333594,0.0017848458,0.9994981
StutterTalk_46_39,0.00042215458,0.0003198802,0.00070142135
WomenWhoStutter_57_28,0.16283008,0.00023558487,0.000627351
HeStutters_23_210,0.0031827544,0.9992467,0.6709027
WomenWhoStutter_47_33,0.00014946809,0.00026472428,0.005137139
WomenWhoStutter_50_233,0.016017277,3.497726e-05,0.01901596
WomenWhoStutter_88_137,0.124299094,0.9892537,0.16946377
StutteringIsCool_70_15,0.0005158945,0.0005068661,0.00092257385
StutterTalk_37_80,0.961849,0.00022716595,0.0006152458
StutterTalk_5_16,0.008375763,0.00047760614,0.10523361
MyStutteringLife_19_17,5.0024417e-05,0.0009691525,0.16949134
HeStutters_11_198,0.017003138,0.00281819,0.00012423922
StutterTalk_38_32,0.003040411,0.00013326871,0.0001921478
HeStutters_6_25,0.002054734,0.9986513,0.0029120632
WomenWhoStutter_77_1,0.00015686714,0.00015503528,0.015912162
StutterTalk_73_31,0.00072416227,6.1141465e-05,0.022458613
HVSA_3_169,0.008170318,0.0004986186,9.3766546e-05
WomenWhoStutter_62_124,0.0006715968,0.9959287,0.048483003
HeStutters_18_180,0.004026518,0.00472274,0.99979204
StutterTalk_10_4,0.000379697,0.0004174777,0.0005178734
WomenWhoStutter_99_45,0.33907548,0.0008302582,6.364151e-05
HeStutters_12_188,0.16445354,0.000300557,0.99299884
HeStutters_20_80,0.86415476,0.0021839016,0.0003537416
StutterTalk_60_0,0.008153681,0.00027428567,0.88534904
WomenWhoStutter_42_89,0.00043215416,0.00011463172,0.01417837
StutteringIsCool_34_165,0.00799608,0.014646289,0.95388067
StrongVoices_6_114,0.00013026352,0.00034382733,0.006211156
StutterTalk_37_113,0.00020958192,0.0001502278,0.007138232
WomenWhoStutter_56_52,0.005050096,0.0023445005,0.99957114
HeStutters_1_49,0.92028534,0.00083867676,0.0038458437
WomenWhoStutter_87_122,0.0012690937,0.00023185147,0.5471803
WomenWhoStutter_74_73,8.369006e-05,0.000409819,0.33443266
HeStutters_21_154,0.021381984,0.98260546,0.00039654158
StutteringIsCool_13_11,0.00050178496,0.0003149453,0.98342806
HeStutters_1_236,0.9692012,0.00043340604,0.0012179693
WomenWhoStutter_6_61,0.0048191263,0.9989147,0.00084224215
StutterTalk_0_16,0.0010234427,0.00020848912,0.00036441977
WomenWhoStutter_50_446,0.00024778862,0.0002884667,0.0018162524
HeStutters_6_203,0.00072568964,0.0007192169,0.00038734538
StutteringIsCool_79_20,0.006668476,0.0003897976,0.00030441876
StutterTalk_64_84,0.000114600574,0.0009630251,0.0013687694
HeStutters_21_181,0.035156198,0.9910891,0.9904771
WomenWhoStutter_50_126,0.0033731994,0.0007544844,0.00017805285
MyStutteringLife_23_27,0.025067288,0.9993624,0.0038631214
StutteringIsCool_76_27,0.11348548,0.99828017,0.96172637
WomenWhoStutter_29_14,0.9381967,0.0052930177,0.0005607479
WomenWhoStutter_0_64,0.0008024792,0.000679978,0.23038198
HeStutters_23_171,0.20633067,0.00012195542,9.9605044e-05
HeStutters_12_70,0.99479043,0.0009580796,0.0012949958
MyStutteringLife_30_109,0.00014573621,0.0003346829,0.0026840535
StutterTalk_37_35,0.0008955401,0.00024684708,0.000798135
HVSA_3_189,0.005052013,0.004148727,0.9998043
WomenWhoStutter_63_34,0.00339084,0.0029140785,0.9996903
WomenWhoStutter_14_196,0.00013890422,0.00038944493,0.0037434725
WomenWhoStutter_69_0,0.0034128746,0.9992514,0.0017668515
StrongVoices_32_119,0.0009261064,5.416608e-05,0.0024205672
WomenWhoStutter_64_1,0.00020120954,0.00014639596,0.006412404
StrongVoices_30_16,0.0009965707,0.00056862604,0.00013483493
WomenWhoStutter_12_10,0.00038132898,0.0026037882,0.00016608534
WomenWhoStutter_79_32,0.0034640753,0.0013113369,0.99956435
StutterTalk_37_19,0.00040770814,5.1447216e-05,0.33246467
StutteringIsCool_68_2,0.00015748882,0.00018859074,0.0107558435
HeStutters_8_11,0.006426872,0.23097038,0.003033389
WomenWhoStutter_69_5,0.10800334,0.99842924,0.008350387
MyStutteringLife_32_35,0.00017732667,0.00014814384,0.009665181
StutterTalk_43_47,0.004894861,0.00017806675,0.00028751174
StutteringIsCool_40_33,0.05039914,0.00023075365,0.091183975
WomenWhoStutter_14_125,0.00012957533,0.0001895892,0.21880399
StutteringIsCool_55_21,0.00969884,5.044704e-05,0.025125662
StrongVoices_32_161,0.00014582461,0.00016756453,0.02987077
WomenWhoStutter_88_93,0.00027193208,0.00020190081,0.0023366138
StutterTalk_58_24,0.9917528,0.0008003791,0.006284352
WomenWhoStutter_4_30,0.00030176525,0.00018114739,0.0025244302
WomenWhoStutter_87_60,0.0017483765,0.00013946122,0.00039009
HeStutters_4_7,0.0006939711,0.00012996352,0.014576261
WomenWhoStutter_96_79,0.0005058556,0.0024526545,0.00016647029
StrongVoices_21_71,0.003162655,8.606982e-05,0.00040064278
StutterTalk_72_102,0.51414055,0.54837704,0.00037663325
WomenWhoStutter_30_84,0.47371373,0.00828704,0.05775586
StutteringIsCool_51_13,0.0007446251,0.00017873562,0.9803125
WomenWhoStutter_39_111,0.00038123594,0.00018530188,0.0011718984
HeStutters_21_165,0.019918187,0.07857533,0.00075338193
WomenWhoStutter_39_152,0.16785021,0.00019787134,0.00021176318
HeStutters_16_45,0.99771214,0.0023665992,0.013080593
StutterTalk_33_201,0.006710474,0.8353683,0.00024749467
StutterTalk_6_155,0.0006689334,7.756443e-05,0.91470563
StrongVoices_21_154,0.7372617,0.23880768,4.9769613e-05
StutterTalk_41_23,0.10412459,0.98158157,0.00019861097
StutterTalk_31_39,0.16941962,0.82939386,0.027450623
MyStutteringLife_18_4,0.0004497504,0.00022393589,0.0008503561
StrongVoices_9_24,0.00064512214,0.0001514687,0.0008213596
IStutterSoWhat_0_183,0.5499018,0.9382949,0.012611385
IStutterSoWhat_4_95,0.9227206,0.00022549674,0.0004899839
WomenWhoStutter_7_28,0.0012556155,0.9979151,0.73276347
WomenWhoStutter_13_5,0.00026269726,0.00039302895,0.00073140685
StutterTalk_16_18,0.5461581,0.88720655,0.12028505
WomenWhoStutter_1_90,0.0005877032,0.9957463,0.079188
WomenWhoStutter_5_8,0.9970227,0.0021164485,0.004803947
StrongVoices_0_16,0.00025151152,0.00027924526,0.0012693711
WomenWhoStutter_19_79,0.99750715,0.043858614,0.031092223
StutteringIsCool_42_7,0.07742198,7.409708e-05,0.0008866662
StutterTalk_46_30,0.08294216,0.11001236,0.9811895
WomenWhoStutter_54_26,0.0030359642,0.99504757,0.016680729
WomenWhoStutter_49_28,0.08699864,0.00024742883,0.00032995513
MyStutteringLife_12_6,0.00011716231,0.0006484811,0.0067082876
HeStutters_6_48,0.1921563,0.38974014,0.00042354304
MyStutteringLife_23_72,0.0027115738,0.001231132,0.99944884
StutterTalk_5_11,0.0014057552,0.00048301334,0.9974827
HeStutters_6_16,0.00020116598,0.0014965913,0.0006265213
StutteringIsCool_80_142,0.28607345,0.00035539016,0.00011422288
HeStutters_10_21,0.034603782,0.0001242603,0.00022178107
StutterTalk_18_5,0.013264353,4.6677604e-05,0.92699933
WomenWhoStutter_50_387,0.0010894202,0.0010315183,0.000102143895
HeStutters_13_39,0.99254864,0.0010779594,0.0011413607
HeStutters_6_196,0.0012191155,0.00016528988,0.9723726
WomenWhoStutter_0_14,0.9893791,0.0015676097,0.00042880359
WomenWhoStutter_21_121,0.00068684237,0.00033638245,0.0003915654
StutterTalk_8_11,0.0023510174,0.99736327,0.009338431
StutteringIsCool_62_18,0.0011168906,0.0006675988,0.9969336
WomenWhoStutter_10_49,0.0076745194,0.9978968,0.00038299026
HeStutters_15_5,0.9665905,0.003929623,0.030265145
WomenWhoStutter_86_131,0.15113492,0.9994665,0.7100707
StutterTalk_41_15,0.0011822218,0.00015422993,0.96681577
StutterTalk_40_3,0.00060371886,0.00018594346,0.0010656492
WomenWhoStutter_2_205,0.070118695,0.0023272443,7.615707e-05
StutterTalk_30_12,0.65344155,0.0001997737,0.0002626219
StutterTalk_68_51,0.0026035393,0.001240011,0.99941397
IStutterSoWhat_4_166,0.99026114,0.008995077,0.75602067
WomenWhoStutter_57_49,0.8126585,0.72037876,0.00073112594
WomenWhoStutter_96_75,0.000263155,9.6902186e-05,0.025539687
StutterTalk_6_228,0.99418217,0.008611305,0.00031825338
StutterTalk_8_159,0.0058712913,0.99521756,0.99416804
WomenWhoStutter_94_16,0.006229718,0.99899715,0.019071259
MyStutteringLife_4_34,0.0060991175,0.0008813701,0.81926847
MyStutteringLife_24_36,0.0008459818,9.9090066e-05,0.0010816555
HVSA_2_17,0.031250905,0.0001839713,0.00012785228
IStutterSoWhat_1_94,0.00018849815,0.0006170951,0.0009882716
WomenWhoStutter_63_17,0.008499448,0.00026650834,0.00061955134
WomenWhoStutter_2_186,0.74732274,0.0010482945,0.24321695
WomenWhoStutter_50_360,0.021672782,0.00019998124,8.069917e-05
HeStutters_0_0,0.00031155924,0.00030980783,0.0007861961
WomenWhoStutter_103_117,0.7595763,0.0023965393,6.8618894e-05
MyStutteringLife_3_34,0.0022755924,0.00019268128,0.99487334
StutterTalk_81_35,0.00047529218,9.912626e-05,0.0033754942
HeStutters_19_92,0.00024415387,0.00013857191,0.031106386
StutterTalk_15_13,0.0002651069,0.000122066645,0.005332653
WomenWhoStutter_2_9,0.0053720386,9.134972e-05,0.0003723591
StutterTalk_55_21,0.00025355807,0.00025252815,0.0018976262
StutteringIsCool_14_20,0.018909853,0.99881065,0.0013377392
IStutterSoWhat_1_95,0.00014633665,0.0001303684,0.122744925
WomenWhoStutter_72_14,0.0015674775,0.0011687779,0.99900144
StutterTalk_6_103,0.99663204,0.0024053885,0.0035845132
WomenWhoStutter_103_20,0.003797992,0.9775875,0.0006437448
HeStutters_15_175,0.0029985656,0.0029111898,0.99969053
StutterTalk_67_37,0.9905037,0.0011918339,0.0005650168
StrongVoices_32_148,0.0008306864,2.9158005e-05,0.10493458
StrongVoices_15_37,0.0002384578,0.00017254129,0.0039193407
WomenWhoStutter_28_28,0.0022142439,0.0014590785,0.99920315
StutterTalk_25_70,0.2708262,0.99745435,0.05100933
StrongVoices_33_18,0.038852822,0.012809475,0.0010661265
WomenWhoStutter_88_156,0.00063117064,0.11832051,0.9955949
StutterTalk_24_35,0.00057757925,0.00072494696,0.010956647
StutteringIsCool_80_52,0.16039118,5.564944e-05,0.0019219266
MyStutteringLife_32_62,0.0004892824,0.00011472817,0.0027323945
WomenWhoStutter_0_258,0.0019188056,0.00029965435,0.00019024164
WomenWhoStutter_103_11,0.0073087676,5.772928e-05,0.90815485
StutterTalk_37_65,0.0014434033,0.0035113483,0.0015391697
StrongVoices_34_32,0.00022269604,0.00029555868,0.0019574333
StutteringIsCool_48_21,0.0036033206,0.0012354591,0.9995421
StutterTalk_55_7,0.00095242134,0.99812514,0.042490833
WomenWhoStutter_88_94,0.51670396,0.9707826,0.12635912
WomenWhoStutter_76_9,0.60865587,0.0010639395,9.595151e-05
IStutterSoWhat_2_154,0.05932977,0.00026091532,6.279224e-05
MyStutteringLife_19_31,0.3549513,0.00034715098,7.236826e-05
StutterTalk_70_8,0.030154502,0.00016534473,8.1966915e-05
HeStutters_5_140,0.2535791,0.00023848395,0.00023795656
MyStutteringLife_15_21,0.010678841,0.9989237,0.0028718945
IStutterSoWhat_1_3,0.99406886,0.0007598165,0.0020197874
IStutterSoWhat_3_34,0.9045153,0.00018832873,0.00055986544
StutteringIsCool_31_31,0.0018684337,0.0007070707,0.9988519
HeStutters_0_7,0.0002854314,0.00019716471,0.0019429632
WomenWhoStutter_0_34,0.001780587,0.00026417463,0.00030383887
StutteringIsCool_76_33,0.011491622,0.0024547754,0.9997886
StutteringIsCool_84_5,0.0012038011,0.00028744075,0.00027285088
HeStutters_16_151,0.17135724,0.022310715,0.704518
WomenWhoStutter_16_37,0.5386367,0.067600496,0.098519646
WomenWhoStutter_103_102,0.0044577927,0.0013570064,0.99962795
HeStutters_20_21,0.0013543513,0.011832775,0.98339397
HVSA_0_113,0.00011383948,0.00027596208,0.04430519
WomenWhoStutter_6_46,0.20417102,0.00087813026,0.8082811
HVSA_2_103,0.00026315125,0.0025703816,0.05615142
StutterTalk_37_23,0.533841,0.0012160161,0.015930908
HeStutters_16_61,0.0013167346,0.00065899227,0.0002658465
WomenWhoStutter_30_70,0.8765664,0.0008613593,0.00020373543
StutterTalk_64_146,0.00023234652,0.00017508974,0.0040151584
HVSA_3_74,0.31430352,8.796993e-05,0.0011538584
MyStutteringLife_35_112,0.12954786,0.0001841677,0.00013543785
WomenWhoStutter_97_37,0.99666315,0.0012459507,0.0018110117
StutteringIsCool_81_26,0.007152335,0.00014481114,0.00027537887
HeStutters_15_115,0.014206289,5.7407626e-05,0.0045050066
HeStutters_5_18,0.9994455,0.006954368,0.03957144
HeStutters_2_214,0.002094855,6.919676e-05,0.0048648105
StrongVoices_32_115,0.0009760611,0.00024396888,0.00038411518
HeStutters_16_71,0.0054198084,0.9950001,0.006185306
StrongVoices_24_11,0.0021764238,0.00018472466,0.0003973972
WomenWhoStutter_24_15,0.04177334,0.023143444,0.00032526368
StrongVoices_27_6,0.0001474672,0.00015906047,0.05678279
StutteringIsCool_60_5,0.011285328,0.0018357481,0.9997992
HeStutters_18_188,0.007162449,0.9986425,0.0004986675
StutteringIsCool_42_28,0.00041769663,0.00012350417,0.002510004
WomenWhoStutter_5_39,0.9983695,0.0018767233,0.005228244
IStutterSoWhat_2_121,0.84475625,0.0004086461,0.00033252055
HeStutters_22_65,0.99028933,0.118740365,0.00019555868
IStutterSoWhat_4_45,0.002521719,2.7933369e-05,0.008772912
HeStutters_20_88,0.03946283,0.0003579826,0.00012615371
MyStutteringLife_35_32,0.0028595454,0.00013592922,0.00025740813
StutterTalk_21_4,0.015941123,9.979366e-05,0.03637145
HVSA_3_116,0.026556872,0.00016684199,0.0010055136
StrongVoices_4_2,0.005694122,0.00022378241,0.0024416777
IStutterSoWhat_4_67,0.9944326,0.002469963,0.001114616
StrongVoices_10_178,0.8063982,0.00010086346,0.001456477
WomenWhoStutter_0_30,0.007943305,0.00012120717,0.00032404604
StutterTalk_5_12,0.0002804582,0.00022964658,0.0015657733
WomenWhoStutter_89_18,0.0051824995,6.2399464e-05,0.00062711665
StutterTalk_58_22,0.99073434,0.001831722,0.0008803776
WomenWhoStutter_57_137,0.995389,0.007921252,0.00913818
WomenWhoStutter_100_26,0.0021032318,0.00020374979,0.00032679448
HeStutters_6_182,0.29762435,7.730297e-05,0.00041487397
WomenWhoStutter_10_47,0.766046,0.89908135,0.013652283
StutterTalk_20_1,0.9943036,0.0008052978,0.0010995284
StrongVoices_18_12,0.009289031,0.00028053654,8.688513e-05
StutterTalk_43_154,0.00029880906,0.00017259739,0.0020123196
WomenWhoStutter_50_140,0.0009674624,0.00023340364,0.00033498873
StutterTalk_64_26,0.00353354,0.0003546295,0.9973463
IStutterSoWhat_2_86,0.997926,0.0021789207,0.0037581606
HeStutters_23_208,0.02518858,0.99729055,0.0017535314
WomenWhoStutter_6_181,0.0020208738,0.9620413,0.00081068586
HVSA_2_1,0.9583678,0.00092502654,0.00015755625
WomenWhoStutter_68_3,0.0009665991,0.99446195,0.004059499
StutteringIsCool_16_1,0.00051087234,0.0001701217,0.0009198095
