Clip,WordRep,Interjection
StutterTalk_43_177,0.005029676,6.8748835e-05
StutteringIsCool_59_38,0.0018609858,0.000110586174
WomenWhoStutter_10_88,0.99939847,0.0024779509
StutterTalk_68_158,0.99867564,0.0018611524
WomenWhoStutter_35_21,0.00024405657,0.99019194
StutterTalk_8_41,0.9997348,0.004235121
WomenWhoStutter_30_46,0.9974177,0.0025323143
WomenWhoStutter_19_9,0.00056483055,0.00026977248
HVSA_0_49,0.0020508978,0.00013521654
StutteringIsCool_65_4,0.0011025681,0.00015072181
HeStutters_23_53,0.0026618785,0.00012835507
StutterTalk_68_207,0.98888713,0.00018984717
WomenWhoStutter_101_171,0.0006303321,0.0002910699
StrongVoices_10_93,0.00014694364,0.008662724
WomenWhoStutter_50_209,0.0011775191,0.00014723395
StutteringIsCool_82_35,0.0023902308,0.99956566
StutterTalk_1_19,0.0031491332,8.420303e-05
WomenWhoStutter_38_31,0.0012557242,0.9992461
StutteringIsCool_35_31,0.00089209527,0.0001839913
StutterTalk_38_13,0.00030313,0.003983206
StutterTalk_41_9,0.00020037805,0.0017742045
HeStutters_15_117,0.00035901304,0.00046509557
WomenWhoStutter_39_164,0.0006531046,0.00022175233
MyStutteringLife_27_0,0.00024841004,0.0009052438
MyStutteringLife_24_23,0.0007834347,0.00029003833
StutterTalk_37_28,0.0013391586,0.00022264676
StrongVoices_23_61,0.9720019,0.00029267164
WomenWhoStutter_57_133,0.0006681943,0.00023501614
IStutterSoWhat_3_57,0.00046730685,0.00035439295
WomenWhoStutter_50_72,0.0010394853,0.00016311686
StutterTalk_14_8,0.0012678572,0.00028314028
StutterTalk_26_110,0.0005916644,0.00032406827
WomenWhoStutter_34_156,0.009711934,5.4747554e-05
StrongVoices_21_116,0.0017393031,0.00011207155
StutterTalk_38_26,0.0015134175,0.00013686175
StutterTalk_19_15,0.0034367775,8.341343e-05
WomenWhoStutter_101_129,0.0010996782,0.99917704
WomenWhoStutter_0_99,0.0006574331,0.00025516693
HeStutters_1_46,0.0016692947,0.00011645569
HeStutters_1_120,0.9993318,0.0016406375
HeStutters_16_185,0.99914765,0.011702497
HeStutters_13_1,0.0009986488,0.00015904514
StutterTalk_64_70,0.0014294663,0.00015641429
HeStutters_14_5,0.0020992605,0.00010430281
HeStutters_15_147,0.42138994,0.00027316768
HeStutters_6_45,0.025371274,6.441075e-05
StrongVoices_23_258,0.0005394565,0.00026126803
HeStutters_10_23,0.0043910877,0.9974642
StrongVoices_26_15,0.00088220864,0.00017766346
WomenWhoStutter_39_26,0.00011589879,0.0025336093
StrongVoices_18_33,0.0047704997,7.2554474e-05
WomenWhoStutter_62_128,0.0010489174,0.00016588416
StutterTalk_33_69,0.000926813,0.00020133177
StutterTalk_36_15,0.0030125263,0.999622
StutterTalk_25_54,0.029443128,4.9383496e-05
StrongVoices_10_59,0.0011597859,0.00017781905
StrongVoices_6_192,0.00018122255,0.0014613165
WomenWhoStutter_1_127,0.0007375255,0.0002471579
WomenWhoStutter_96_115,0.0019031425,0.0001435933
StutterTalk_8_150,0.0014270038,0.00012477777
StutterTalk_33_195,0.0014091226,0.00019905403
StutteringIsCool_80_64,0.00043265845,0.00043171708
StutteringIsCool_55_11,8.444087e-05,0.2293242
StutteringIsCool_45_20,0.0022634335,0.9994702
IStutterSoWhat_4_19,0.0017716577,0.00012750992
IStutterSoWhat_4_150,0.0009037421,0.0001779734
StutterTalk_14_28,0.0024756463,0.9995788
StutteringIsCool_76_9,0.0015150633,0.99929094
StutterTalk_46_39,0.00041925485,0.0003518704
WomenWhoStutter_57_28,0.0014850058,0.00012594229
HeStutters_23_210,0.99718696,0.85667396
WomenWhoStutter_47_33,0.00010512889,0.010044162
WomenWhoStutter_50_233,0.0005101006,0.0018476115
WomenWhoStutter_88_137,0.9996001,0.0030599341
StutteringIsCool_70_15,0.00074964325,0.00033669735
StutterTalk_37_80,0.00083485997,0.00023295387
StutterTalk_5_16,0.00029894782,0.98562235
MyStutteringLife_19_17,0.0028909936,8.536815e-05
HeStutters_11_198,0.0008593312,0.00082187395
StutterTalk_38_32,0.002338432,0.00010263813
HeStutters_6_25,0.9995788,0.0020587083
WomenWhoStutter_77_1,0.0012457756,0.00015266145
StutterTalk_73_31,8.3608546e-05,0.013063879
HVSA_3_169,0.00092186354,0.00018861951
WomenWhoStutter_62_124,0.99927646,0.0012629668
HeStutters_18_180,0.0040218993,0.9996785
StutterTalk_10_4,0.0019267898,0.000106372245
WomenWhoStutter_99_45,0.002099716,0.00010809347
HeStutters_12_188,0.00028831325,0.9045256
HeStutters_20_80,0.0069249636,6.0671882e-05
StutterTalk_60_0,7.552412e-05,0.88169485
WomenWhoStutter_42_89,0.0004952765,0.00044824337
StutteringIsCool_34_165,0.0006983219,0.99554586
StrongVoices_6_114,0.0003476365,0.0005702937
StutterTalk_37_113,0.0025099707,9.2496244e-05
WomenWhoStutter_56_52,0.0006608665,0.9978277
HeStutters_1_49,0.001713513,0.00011504576
WomenWhoStutter_87_122,0.00034773248,0.53544235
WomenWhoStutter_74_73,0.00059676176,0.026428463
HeStutters_21_154,0.9978703,0.0007999426
StutteringIsCool_13_11,0.00020642109,0.9675456
HeStutters_1_236,0.0007517196,0.00024396958
WomenWhoStutter_6_61,0.9996007,0.0025000968
StutterTalk_0_16,0.0012559509,0.00016133167
WomenWhoStutter_50_446,0.002066524,9.9882294e-05
HeStutters_6_203,0.001351126,0.00013219139
StutteringIsCool_79_20,0.0010828654,0.00015780072
StutterTalk_64_84,0.00469938,8.53837e-05
HeStutters_21_181,0.94395894,0.9938245
WomenWhoStutter_50_126,0.0031690882,8.23417e-05
MyStutteringLife_23_27,0.99942327,0.0017793204
StutteringIsCool_76_27,0.99880385,0.96330684
WomenWhoStutter_29_14,0.960706,0.00013033472
WomenWhoStutter_0_64,0.00745138,6.165519e-05
HeStutters_23_171,0.00040266523,0.0011787972
HeStutters_12_70,0.0011799387,0.00015818488
MyStutteringLife_30_109,0.0017750459,0.00011073191
StutterTalk_37_35,0.0050498876,6.535872e-05
HVSA_3_189,0.0008285811,0.99852693
WomenWhoStutter_63_34,0.00393628,0.9993284
WomenWhoStutter_14_196,0.00073546637,0.00022365316
WomenWhoStutter_69_0,0.99899477,0.0008147222
StrongVoices_32_119,0.00039691903,0.00050178566
WomenWhoStutter_64_1,0.77443194,4.9085495e-05
StrongVoices_30_16,0.0029401444,8.48459e-05
WomenWhoStutter_12_10,0.0014320511,0.00013930678
WomenWhoStutter_79_32,0.0026166195,0.99959487
StutterTalk_37_19,0.00038123576,0.0027402511
StutteringIsCool_68_2,0.0003081697,0.0008083066
HeStutters_8_11,0.999275,0.0013952306
WomenWhoStutter_69_5,0.9997335,0.007483913
MyStutteringLife_32_35,0.0007628797,0.00021350184
StutterTalk_43_47,0.0031591663,0.0001332968
StutteringIsCool_40_33,0.00046884798,0.52437615
WomenWhoStutter_14_125,0.0006431877,0.007853961
StutteringIsCool_55_21,0.00011454682,0.0061569093
StrongVoices_32_161,0.0006621624,0.0002182922
WomenWhoStutter_88_93,0.0016655306,0.00011990701
StutterTalk_58_24,0.00068340567,0.0002818327
WomenWhoStutter_4_30,0.0006604103,0.00023459368
WomenWhoStutter_87_60,0.00091538747,0.00017753933
HeStutters_4_7,0.00015287631,0.8397094
WomenWhoStutter_96_79,0.0016979736,0.000118075615
StrongVoices_21_71,0.00043173193,0.00038723537
StutterTalk_72_102,0.9695032,0.00021761496
WomenWhoStutter_30_84,0.0018868805,0.45000046
StutteringIsCool_51_13,0.00047212775,0.99735594
WomenWhoStutter_39_111,0.0008673746,0.00019015896
HeStutters_21_165,0.0004467086,0.1973948
WomenWhoStutter_39_152,0.0020597775,0.0001039533
HeStutters_16_45,0.11150869,0.0626428
StutterTalk_33_201,0.9979153,0.00096119277
StutterTalk_6_155,0.00020145603,0.98769754
StrongVoices_21_154,0.99943215,0.0028512091
StutterTalk_41_23,0.99563843,0.00035568353
StutterTalk_31_39,0.99630594,0.010261587
MyStutteringLife_18_4,0.0016322598,0.0001174135
StrongVoices_9_24,0.0017729662,0.00010718069
IStutterSoWhat_0_183,0.99803823,0.0009475043
IStutterSoWhat_4_95,0.0013433939,0.00014218109
WomenWhoStutter_7_28,0.9997559,0.005218145
WomenWhoStutter_13_5,0.0021509267,0.00014308936
StutterTalk_16_18,0.98784757,0.006387489
WomenWhoStutter_1_90,0.9996352,0.0030822514
WomenWhoStutter_5_8,0.0010218122,0.0007365942
StrongVoices_0_16,0.002095858,0.000100895486
WomenWhoStutter_19_79,0.01594654,0.00045985787
StutteringIsCool_42_7,0.00061454426,0.0002862102
StutterTalk_46_30,0.0869111,0.8823999
WomenWhoStutter_54_26,0.9983683,0.0010018793
WomenWhoStutter_49_28,0.001030895,0.00015967895
MyStutteringLife_12_6,0.0013094342,0.00014316304
HeStutters_6_48,0.99943274,0.0022793056
MyStutteringLife_23_72,0.0012619627,0.99927074
StutterTalk_5_11,0.0026461855,0.99958724
HeStutters_6_16,0.0016028794,0.00012641416
StutteringIsCool_80_142,0.0025234686,0.00011576779
HeStutters_10_21,0.00064705254,0.00031665782
StutterTalk_18_5,0.00017558913,0.09301964
WomenWhoStutter_50_387,0.0076224185,6.229489e-05
HeStutters_13_39,0.001798256,0.000116513445
HeStutters_6_196,0.00047612019,0.9965585
WomenWhoStutter_0_14,0.00096380315,0.00018030492
WomenWhoStutter_21_121,0.0017838412,0.00011134241
StutterTalk_8_11,0.97706944,0.012825445
StutteringIsCool_62_18,0.002660642,0.99652076
WomenWhoStutter_10_49,0.9994905,0.0016312585
HeStutters_15_5,0.00030861687,0.0071745142
WomenWhoStutter_86_131,0.99987185,0.29801244
StutterTalk_41_15,0.0020742726,0.99951506
StutterTalk_40_3,0.0009130273,0.00018198219
WomenWhoStutter_2_205,0.0035507926,0.000119336444
StutterTalk_30_12,0.0020755758,0.00018605361
StutterTalk_68_51,0.0007469823,0.99666095
IStutterSoWhat_4_166,0.00054382853,0.9948108
WomenWhoStutter_57_49,0.9992182,0.0011610682
WomenWhoStutter_96_75,0.0007517013,0.00020392123
StutterTalk_6_228,0.7687268,6.342595e-05
StutterTalk_8_159,0.9987054,0.95791626
WomenWhoStutter_94_16,0.99953747,0.003183497
MyStutteringLife_4_34,0.00047232892,0.99720407
MyStutteringLife_24_36,0.0006099548,0.00030150986
HVSA_2_17,0.0018620772,0.000121164645
IStutterSoWhat_1_94,0.0031001286,8.413754e-05
WomenWhoStutter_63_17,0.0032014926,8.276798e-05
WomenWhoStutter_2_186,0.0012930675,0.00017898905
WomenWhoStutter_50_360,0.0017425556,0.000111438545
HeStutters_0_0,0.0026091186,8.8210254e-05
WomenWhoStutter_103_117,0.0026339677,9.206393e-05
MyStutteringLife_3_34,0.0008259191,0.99878186
StutterTalk_81_35,0.0011047223,0.00014636428
HeStutters_19_92,0.00092769077,0.00017343991
StutterTalk_15_13,0.023542194,5.79787e-05
WomenWhoStutter_2_9,0.0018304276,0.00010907847
StutterTalk_55_21,0.025005752,5.9997506e-05
StutteringIsCool_14_20,0.99970716,0.0040883496
IStutterSoWhat_1_95,0.00024521,0.0026473776
WomenWhoStutter_72_14,0.00258551,0.9995758
StutterTalk_6_103,0.0035188592,0.00028711508
WomenWhoStutter_103_20,0.99927634,0.0021981136
HeStutters_15_175,0.0011512252,0.99904615
StutterTalk_67_37,0.0009091648,0.00018402954
StrongVoices_32_148,0.0003328733,0.00048492628
StrongVoices_15_37,0.0004415041,0.00045491874
WomenWhoStutter_28_28,0.24621063,0.99193877
StutterTalk_25_70,0.9995252,0.033896305
StrongVoices_33_18,0.0020944711,0.18617027
WomenWhoStutter_88_156,0.988309,0.98690623
StutterTalk_24_35,0.0016254515,0.00028897182
StutteringIsCool_80_52,0.00083949073,0.00018725243
MyStutteringLife_32_62,0.0003407649,0.13541819
WomenWhoStutter_0_258,0.00073470484,0.00021323329
WomenWhoStutter_103_11,0.00045489293,0.9956987
StutterTalk_37_65,0.00026056403,0.0010328261
StrongVoices_34_32,0.0015314464,0.00012827333
StutteringIsCool_48_21,0.0027938772,0.9996039
StutterTalk_55_7,0.99909306,0.0010025817
WomenWhoStutter_88_94,0.93591845,0.007653218
WomenWhoStutter_76_9,0.00125697,0.00027405383
IStutterSoWhat_2_154,0.0005929125,0.00024819933
MyStutteringLife_19_31,0.0019340632,0.00010515597
StutterTalk_70_8,0.0015579389,0.0001167686
HeStutters_5_140,0.013914504,9.6373595e-05
MyStutteringLife_15_21,0.99958175,0.0030521876
IStutterSoWhat_1_3,0.00059729157,0.00025157433
IStutterSoWhat_3_34,0.0006092843,0.00024981418
StutteringIsCool_31_31,0.00040366894,0.9972097
HeStutters_0_7,0.0006483918,0.00023489517
WomenWhoStutter_0_34,0.0009912669,0.0001588875
StutteringIsCool_76_33,0.0025702408,0.99950457
StutteringIsCool_84_5,0.0001103054,0.0022852297
HeStutters_16_151,0.00718349,0.69931173
WomenWhoStutter_16_37,0.00022000454,0.030956993
WomenWhoStutter_103_102,0.0015502927,0.99938226
HeStutters_20_21,0.28052056,0.9992842
HVSA_0_113,0.00010689664,0.0056909155
WomenWhoStutter_6_46,0.0011727555,0.9928599
HVSA_2_103,0.13504098,0.012015561
StutterTalk_37_23,0.0014618497,0.00020629657
HeStutters_16_61,0.0015622147,0.00011972123
WomenWhoStutter_30_70,0.0014430872,0.00012668074
StutterTalk_64_146,0.0015736072,0.000119486635
HVSA_3_74,0.0022202716,0.00010635704
MyStutteringLife_35_112,0.00090850523,0.0001688658
WomenWhoStutter_97_37,0.0067861998,8.839424e-05
StutteringIsCool_81_26,0.0019102885,0.00010217614
HeStutters_15_115,0.0007858486,0.0002035494
HeStutters_5_18,0.0007921619,0.00024297304
HeStutters_2_214,0.0015249294,0.00012447685
StrongVoices_32_115,0.0018879996,0.00010896058
HeStutters_16_71,0.9989116,0.0014343099
StrongVoices_24_11,0.0010098909,0.00016092454
WomenWhoStutter_24_15,0.05248063,5.2013685e-05
StrongVoices_27_6,0.00086185563,0.00017704656
StutteringIsCool_60_5,0.06542871,0.9991684
HeStutters_18_188,0.99959284,0.0024720351
StutteringIsCool_42_28,0.00021196213,0.003558789
WomenWhoStutter_5_39,0.0010511811,0.00017966615
IStutterSoWhat_2_121,0.004647044,6.859554e-05
HeStutters_22_65,0.96916145,0.00010910177
IStutterSoWhat_4_45,0.0006661189,0.000254924
HeStutters_20_88,0.0023601814,9.4039926e-05
MyStutteringLife_35_32,0.0856643,5.7101548e-05
StutterTalk_21_4,0.002967361,8.780986e-05
HVSA_3_116,0.00028434303,0.0011243353
StrongVoices_4_2,0.0012943144,0.00014258813
IStutterSoWhat_4_67,0.014880752,5.4968634e-05
StrongVoices_10_178,0.0022635907,0.00012386152
WomenWhoStutter_0_30,0.0006564517,0.00023629729
StutterTalk_5_12,0.055284575,5.1454237e-05
WomenWhoStutter_89_18,0.00043178807,0.00042269457
StutterTalk_58_22,0.008391969,8.18119e-05
WomenWhoStutter_57_137,0.004091179,0.000189725
WomenWhoStutter_100_26,0.0059775785,6.176582e-05
HeStutters_6_182,0.0007642213,0.00019825753
WomenWhoStutter_10_47,0.9995043,0.0028121728
StutterTalk_20_1,0.0018316259,0.000111875495
StrongVoices_18_12,0.0015122815,0.00012229825
StutterTalk_43_154,0.001591563,0.000113618335
WomenWhoStutter_50_140,0.001657526,0.00011547595
StutterTalk_64_26,0.0005625825,0.9970962
IStutterSoWhat_2_86,0.0007758644,0.0002198326
HeStutters_23_208,0.98353344,0.0004699261
WomenWhoStutter_6_181,0.9986236,0.0009009852
HVSA_2_1,0.0020901521,0.000105512234
WomenWhoStutter_68_3,0.9908901,0.004500176
StutteringIsCool_16_1,0.0009852133,0.00016536491
WomenWhoStutter_83_39,0.002374094,0.9995499
WomenWhoStutter_86_24,0.9993548,0.001224291
MyStutteringLife_22_25,0.007817892,0.07560743
WomenWhoStutter_95_35,0.0009963802,0.00018786224
WomenWhoStutter_32_5,0.0007315156,0.9986486
HVSA_1_152,0.00138362,0.001315988
WomenWhoStutter_21_95,0.0011376488,0.00025545587
StrongVoices_2_23,0.0015369079,0.00013118969
IStutterSoWhat_2_23,0.06341661,6.284154e-05
StutterTalk_43_136,0.0013130271,0.9992694
StrongVoices_11_30,0.0032694533,8.3965046e-05
IStutterSoWhat_2_181,0.0024162717,9.256525e-05
HeStutters_8_106,0.0942198,0.00023117581
StrongVoices_13_37,0.0047565564,8.4250336e-05
WomenWhoStutter_62_91,0.0026461668,0.99959344
StutteringIsCool_42_16,0.99470127,0.00028189883
WomenWhoStutter_15_31,0.0019571222,0.000112742535
HeStutters_21_123,0.9656592,0.00015222856
WomenWhoStutter_76_26,0.999642,0.05905516
WomenWhoStutter_19_153,0.00045219774,0.0005604113
StrongVoices_23_75,0.00017679806,0.015927961
StutterTalk_64_25,0.0005271479,0.0009030724
StutterTalk_16_17,0.21080692,0.005345692
HeStutters_15_91,0.00042035032,0.00033515162
StutteringIsCool_48_1,0.002898966,0.00014359233
StrongVoices_23_215,0.0009924051,0.00016422365
StrongVoices_10_44,0.49487567,0.86245066
WomenWhoStutter_21_112,0.9996302,0.02540241
WomenWhoStutter_39_230,0.271529,0.00012560768
WomenWhoStutter_18_2,0.012743604,0.9514066
StutterTalk_17_10,0.00019073204,0.983163
WomenWhoStutter_17_10,0.007847936,5.757863e-05
StutterTalk_25_118,0.999681,0.0029777493
StutterTalk_11_7,0.002267099,9.501895e-05
WomenWhoStutter_50_468,0.0012224342,0.00014075458
StutterTalk_25_55,0.00019540454,0.9862118
StutterTalk_33_147,0.0027642692,0.9994628
WomenWhoStutter_16_10,0.9996743,0.0027921917
StutterTalk_8_58,0.0003397525,0.99235755
WomenWhoStutter_87_149,0.0019127432,0.9993305
StutteringIsCool_67_34,0.0026217066,9.561986e-05
MyStutteringLife_7_167,0.0016874148,0.00011408605
StutterTalk_53_5,0.0005691598,0.00025041704
WomenWhoStutter_21_43,0.0015973975,0.00011707408
StutterTalk_64_61,0.0004065886,0.0004571436
StutteringIsCool_82_117,0.0019148363,0.00011528187
HeStutters_20_183,0.0024930194,9.273674e-05
StrongVoices_1_12,0.0017002512,0.00011441407
IStutterSoWhat_3_155,0.00017919038,0.0031331675
WomenWhoStutter_83_25,0.00026994818,0.9874955
StutterTalk_13_27,0.00088639045,0.0002628205
WomenWhoStutter_84_23,0.18841173,4.9105347e-05
WomenWhoStutter_27_20,0.002124384,0.9995246
HVSA_3_18,0.00041172383,0.9528976
StutteringIsCool_34_20,0.8571514,0.90651083
StutteringIsCool_80_107,0.0011975482,0.00014077405
WomenWhoStutter_57_100,0.0012087448,0.00015671433
WomenWhoStutter_81_91,0.00578126,0.9991233
StutterTalk_35_6,0.015161649,0.00021041046
StutterTalk_26_174,0.0004816293,0.00089600874
MyStutteringLife_28_9,0.9996202,0.0029757074
HeStutters_1_15,0.0013171523,0.0001444738
WomenWhoStutter_96_138,0.008154872,5.694553e-05
MyStutteringLife_1_17,0.13471831,9.103379e-05
HeStutters_22_167,0.98985225,0.96368134
StutterTalk_75_24,0.004221138,9.67849e-05
StutterTalk_25_4,0.0017475646,0.000113386406
WomenWhoStutter_2_103,0.0013174163,0.00012895571
StrongVoices_32_15,0.00039471203,0.7997278
WomenWhoStutter_97_81,0.9970651,0.0015625586
WomenWhoStutter_57_115,0.00027800736,0.00081267976
StutterTalk_21_35,0.0001458566,0.0018901151
WomenWhoStutter_57_106,0.99760014,0.00054824067
MyStutteringLife_22_18,0.0009817573,0.0001643493
StutteringIsCool_84_29,0.0012167206,0.00014477456
StutterTalk_54_36,0.007890317,5.7298952e-05
WomenWhoStutter_15_38,0.9885251,0.00017761791
HeStutters_12_121,0.00083260215,0.00018168347
WomenWhoStutter_2_3,0.34582958,3.3652428e-05
WomenWhoStutter_57_82,0.00076029234,0.00035825235
WomenWhoStutter_50_244,0.00022994411,0.0011391888
WomenWhoStutter_25_20,0.9992803,0.9641346
StrongVoices_10_120,0.002480622,9.208359e-05
StrongVoices_32_120,0.0005110024,0.00038111294
WomenWhoStutter_57_159,0.00035433733,0.0005291576
StutterTalk_11_38,0.999151,0.01828154
StutterTalk_68_106,0.00073291076,0.9982741
StutterTalk_33_0,0.00059456436,0.0002567833
WomenWhoStutter_14_28,0.00080977567,0.20807286
StutteringIsCool_40_7,0.0013483987,0.0001545609
WomenWhoStutter_14_9,0.063130446,0.33812267
MyStutteringLife_5_35,0.026150526,6.649745e-05
StutteringIsCool_21_29,0.00034273506,0.0007813512
MyStutteringLife_39_38,0.019026436,0.9665063
IStutterSoWhat_3_62,0.998487,0.0008469578
MyStutteringLife_35_118,0.00049565104,0.0002852774
StutterTalk_40_5,0.0015280312,0.00013297459
HVSA_0_54,0.003907959,7.3843425e-05
StutteringIsCool_46_141,0.00015280258,0.036056943
WomenWhoStutter_21_126,0.9990318,0.0011391172
StrongVoices_6_98,0.0006543501,0.00028184106
StrongVoices_23_254,0.0014625402,0.00012665609
StutteringIsCool_82_125,0.0044754893,9.9565346e-05
StutteringIsCool_26_31,0.00094199565,0.00019642673
StutterTalk_12_2,0.0047491468,9.5004005e-05
MyStutteringLife_16_17,0.0009454195,0.00017130231
MyStutteringLife_32_132,0.00043454865,0.9974534
HeStutters_23_93,0.0013731733,0.00019971942
StrongVoices_31_16,0.0013192237,0.00013231409
