Clip,Prolongation,Block,SoundRep,WordRep,Interjection
HeStutters_0_25,0.4295524,0.44342676,0.14390838,0.1455535,0.036177825
HeStutters_0_28,0.854907,0.31788158,0.04039116,0.08540579,0.2678021
HeStutters_0_31,0.63105774,0.35837853,0.026429849,0.036402915,0.114197865
HeStutters_0_32,0.75498134,0.38339144,0.06924543,0.14556053,0.3914777
HeStutters_0_33,0.67031366,0.2355046,0.08783456,0.30914465,0.7074583
HeStutters_0_34,0.44298998,0.5195234,0.2126508,0.09711596,0.07689887
HeStutters_0_35,0.7910777,0.39401734,0.05768813,0.07529009,0.18957558
HeStutters_0_36,0.4584975,0.27989477,0.038693473,0.06507779,0.1727889
HeStutters_0_37,0.605742,0.27835557,0.056216687,0.08123551,0.18024473
HeStutters_0_38,0.7200231,0.35632998,0.05032539,0.08961409,0.18585606
HeStutters_1_0,0.92843574,0.657581,0.63170457,0.07032152,0.1800396
HeStutters_1_1,0.6170411,0.45813432,0.5341793,0.25473166,0.26917684
HeStutters_1_2,0.5045825,0.3525363,0.2535651,0.20255125,0.44173077
HeStutters_1_4,0.42440447,0.24813308,0.05309779,0.06645282,0.3505894
HeStutters_1_5,0.8355727,0.21345863,0.14471771,0.3331487,0.66167986
HeStutters_1_6,0.7097866,0.44166273,0.27892506,0.0880108,0.18615621
HeStutters_1_7,0.7425886,0.6503755,0.75270015,0.17522655,0.06804404
HeStutters_1_8,0.44063452,0.44533467,0.37094584,0.20906684,0.28213838
HeStutters_1_9,0.8159904,0.39606503,0.17821066,0.1798031,0.68282324
HeStutters_1_10,0.7933414,0.6229133,0.7143007,0.16968882,0.27850518
HeStutters_1_11,0.82648176,0.3605149,0.17389674,0.0824147,0.7171327
HeStutters_1_12,0.8403724,0.31816253,0.43947935,0.47503984,0.5055656
HeStutters_1_13,0.9000355,0.4682809,0.52431506,0.3999465,0.85736805
HeStutters_1_14,0.7690969,0.5324909,0.8177929,0.46158075,0.4710309
HeStutters_1_15,0.88292736,0.65275306,0.5704321,0.30879626,0.22220485
HeStutters_1_16,0.5140776,0.5898195,0.23517989,0.08353797,0.20838234
HeStutters_1_17,0.62326175,0.5859356,0.7568825,0.3223707,0.36322176
HeStutters_1_18,0.6498376,0.76971626,0.24380562,0.029855784,0.1337313
HeStutters_1_19,0.43213767,0.48773053,0.31271586,0.12129871,0.080972575
HeStutters_1_20,0.50299275,0.41980395,0.29408503,0.11014423,0.18474002
HeStutters_1_23,0.7074465,0.27500153,0.08419954,0.091857806,0.37130973
HeStutters_1_24,0.5289311,0.5622029,0.35606694,0.201725,0.2640683
HeStutters_1_25,0.6124756,0.4133322,0.51203763,0.4121293,0.6672762
HeStutters_1_26,0.5239321,0.48306927,0.3123668,0.051503945,0.08294383
HeStutters_1_27,0.9479892,0.43106428,0.6892076,0.05616905,0.5048283
HeStutters_1_28,0.49473104,0.52094716,0.7896048,0.49184793,0.5614957
HeStutters_1_29,0.597803,0.40116987,0.52167755,0.2723943,0.31624597
HeStutters_1_30,0.641344,0.5404364,0.24022225,0.155961,0.6193544
HeStutters_1_31,0.7100791,0.44630557,0.51901096,0.25817874,0.5869843
HeStutters_1_34,0.9089082,0.4769412,0.80032796,0.44489777,0.50064135
HeStutters_1_35,0.8751524,0.60155165,0.7406514,0.32206666,0.3747927
HeStutters_1_36,0.62890905,0.58553463,0.54500073,0.106236055,0.14062795
HeStutters_1_37,0.57537246,0.7146219,0.9109746,0.6859853,0.12285105
HeStutters_1_38,0.8018064,0.6360582,0.8147679,0.19655703,0.1298019
HeStutters_1_39,0.5176745,0.37720665,0.06396035,0.1180502,0.743688
HeStutters_1_40,0.92240304,0.49944955,0.5423112,0.36066556,0.86343944
HeStutters_1_43,0.5740547,0.65517336,0.7819241,0.35152715,0.4231721
HeStutters_1_44,0.59419954,0.594486,0.8786831,0.20766404,0.1694376
HeStutters_1_45,0.7294004,0.67792004,0.7636253,0.098160505,0.1555738
HeStutters_1_47,0.6989599,0.3851432,0.30972648,0.2832582,0.7831751
HeStutters_1_48,0.7783691,0.3760691,0.35817498,0.19063556,0.45600024
HeStutters_1_49,0.55388844,0.7360919,0.66339725,0.058000464,0.03097565
HeStutters_1_50,0.8399346,0.6116878,0.29057324,0.05519624,0.20759511
HeStutters_1_55,0.2654702,0.58638066,0.5775373,0.13430688,0.103326835
HeStutters_1_57,0.80897266,0.4808885,0.8125855,0.2874831,0.16064428
HeStutters_1_58,0.64905757,0.32221186,0.3652147,0.15196916,0.23573725
HeStutters_1_59,0.8219414,0.5504611,0.36421612,0.0991949,0.52403516
HeStutters_1_60,0.9300745,0.6392366,0.7058147,0.2122367,0.23208885
HeStutters_1_61,0.78958404,0.60461754,0.89586914,0.6050651,0.26509416
HeStutters_1_63,0.98554206,0.47645792,0.537143,0.3790632,0.56671286
HeStutters_1_67,0.77639747,0.71953094,0.64423805,0.2058936,0.37654206
HeStutters_1_68,0.3903496,0.679496,0.5964777,0.12878339,0.07077096
HeStutters_1_69,0.64657325,0.5494911,0.8146515,0.43936914,0.35311043
HeStutters_1_70,0.7249137,0.48939317,0.6201112,0.6315506,0.74848574
HeStutters_1_71,0.5353682,0.5748799,0.39575782,0.09836154,0.084616035
HeStutters_1_73,0.440538,0.36640352,0.2959896,0.16087055,0.24335045
HeStutters_1_75,0.8945508,0.7884643,0.6609963,0.0825602,0.21056107
HeStutters_1_76,0.64790404,0.26616243,0.28713888,0.25271374,0.39892113
HeStutters_1_82,0.7909228,0.7946904,0.93229264,0.28106207,0.110659346
HeStutters_1_83,0.65213376,0.3834624,0.26694226,0.1848018,0.44774127
HeStutters_1_85,0.27190483,0.55344945,0.5838904,0.30437234,0.16089769
HeStutters_1_86,0.7767007,0.50244546,0.1895983,0.09603428,0.70803297
HeStutters_1_87,0.65129924,0.4483654,0.63388515,0.42191914,0.32603818
HeStutters_1_88,0.88002354,0.6569421,0.94728893,0.4668777,0.106358744
HeStutters_1_89,0.6442421,0.58278686,0.8041927,0.20268446,0.13620262
HeStutters_1_90,0.689178,0.37436688,0.51672983,0.34421614,0.7305922
HeStutters_1_91,0.7232818,0.8790884,0.45508978,0.04517972,0.13755588
HeStutters_1_92,0.41803733,0.4362479,0.23930563,0.06647729,0.27644005
HeStutters_1_93,0.43015748,0.5201686,0.5862888,0.24731353,0.35111377
HeStutters_1_94,0.52806884,0.5685901,0.65105665,0.07036734,0.07091587
HeStutters_1_95,0.3635325,0.52769524,0.49492836,0.08734087,0.17769873
HeStutters_1_96,0.8355607,0.6196499,0.8732288,0.402006,0.59547657
HeStutters_1_97,0.72520345,0.35839602,0.25909412,0.28491092,0.76696515
HeStutters_1_101,0.6227934,0.6825749,0.5049583,0.11278215,0.13209358
HeStutters_1_102,0.46447906,0.3539165,0.6374877,0.14652911,0.154705
HeStutters_1_104,0.34511894,0.5467399,0.42770457,0.2511424,0.25469646
HeStutters_1_105,0.7324263,0.6632269,0.61289537,0.24600618,0.5212596
HeStutters_1_106,0.8351886,0.4860848,0.6863473,0.2514436,0.4956386
HeStutters_1_107,0.45618662,0.35732418,0.43438283,0.18994664,0.16731109
HeStutters_1_108,0.45415157,0.34435028,0.38511807,0.1295762,0.2679187
HeStutters_1_110,0.86129266,0.39724994,0.2885036,0.37503982,0.8183608
HeStutters_1_111,0.35836697,0.3542619,0.17596273,0.16382514,0.40363774
HeStutters_1_112,0.68205535,0.3803862,0.4684537,0.10394987,0.32888237
HeStutters_1_113,0.69849,0.5604981,0.50692266,0.06334621,0.36885947
HeStutters_1_114,0.6499804,0.2734919,0.29481173,0.2684676,0.65427816
HeStutters_1_115,0.6553906,0.3227339,0.30216813,0.2721788,0.6962281
HeStutters_1_116,0.9621432,0.55306333,0.8374024,0.37608862,0.31416345
HeStutters_1_117,0.29799992,0.39559624,0.50462085,0.0924029,0.24889666
HeStutters_1_118,0.82872754,0.2912499,0.28943628,0.40277508,0.84283745
HeStutters_1_119,0.71007985,0.6939621,0.75915694,0.4038306,0.5591718
HeStutters_1_120,0.81526047,0.4112957,0.48410398,0.3754827,0.57508
HeStutters_1_123,0.5192808,0.5579736,0.74455774,0.20380042,0.3129454
HeStutters_1_125,0.49507815,0.736545,0.80321944,0.09334765,0.23309848
HeStutters_1_126,0.53130573,0.48687473,0.1838221,0.07912863,0.5835874
HeStutters_1_127,0.83913404,0.56711257,0.9041078,0.214248,0.050734177
HeStutters_1_128,0.7265183,0.5463724,0.5352844,0.09221568,0.073263496
HeStutters_1_130,0.7726294,0.36845714,0.6608452,0.11076834,0.30048507
HeStutters_1_131,0.69081795,0.4108883,0.5619399,0.37027362,0.46657625
HeStutters_1_132,0.6626316,0.69048643,0.5336325,0.120055445,0.41101834
HeStutters_1_133,0.58445144,0.3843294,0.29553473,0.10751781,0.5251788
HeStutters_1_134,0.6285298,0.31578246,0.27201873,0.09239621,0.18059275
HeStutters_1_135,0.801496,0.37086293,0.47266933,0.35682473,0.39262533
HeStutters_1_136,0.7111446,0.5900981,0.5399289,0.300403,0.28874654
HeStutters_1_137,0.779562,0.7014231,0.8973876,0.37780967,0.1211892
HeStutters_1_138,0.6253892,0.60412955,0.93062717,0.47209644,0.20254293
HeStutters_1_139,0.6136168,0.48575392,0.6894435,0.38581753,0.1941769
HeStutters_1_140,0.9107086,0.55307627,0.7827506,0.144767,0.2065996
HeStutters_1_141,0.6673085,0.6437524,0.7012504,0.12981181,0.6600697
HeStutters_1_142,0.60400796,0.520648,0.7963237,0.29381457,0.40609226
HeStutters_1_143,0.8456369,0.53721553,0.061890297,0.064304516,0.9112773
HeStutters_1_144,0.9397783,0.48460793,0.2608463,0.15220542,0.35633695
HeStutters_1_145,0.74460953,0.61296344,0.7586294,0.055379882,0.107021816
HeStutters_1_147,0.8053072,0.6785017,0.7903716,0.40311083,0.1393388
HeStutters_1_149,0.8108638,0.49306968,0.19656412,0.15065408,0.67601234
HeStutters_1_151,0.7514315,0.32783687,0.1448413,0.1535862,0.29558438
HeStutters_1_152,0.6670911,0.47714126,0.25065115,0.08974254,0.3458289
HeStutters_1_154,0.94587845,0.5498967,0.6112285,0.1211856,0.37549984
HeStutters_1_155,0.81126523,0.6889378,0.65311146,0.19871172,0.17663108
HeStutters_1_156,0.48340723,0.5104042,0.7565098,0.48560435,0.31249535
HeStutters_1_157,0.57392806,0.56336975,0.34730288,0.050083436,0.03520398
HeStutters_1_158,0.70730436,0.34011167,0.41277885,0.21672863,0.32123128
HeStutters_1_159,0.61455095,0.38062266,0.19511057,0.18095426,0.25345725
HeStutters_1_160,0.80870724,0.6168244,0.39533046,0.15876652,0.61651456
HeStutters_1_162,0.48733214,0.68175733,0.43462625,0.06403906,0.18660145
HeStutters_1_163,0.89919305,0.41159317,0.43290883,0.39082614,0.46105176
HeStutters_1_165,0.6418084,0.53926986,0.45823306,0.16900772,0.47597238
HeStutters_1_166,0.64115226,0.5902819,0.9475223,0.40256798,0.21679819
HeStutters_1_168,0.40208626,0.49005416,0.25544924,0.15004747,0.346954
HeStutters_1_169,0.76292723,0.5685138,0.765146,0.47487628,0.21507272
HeStutters_1_170,0.9184703,0.655019,0.6628258,0.19022995,0.75300336
HeStutters_1_171,0.66057795,0.7451037,0.8984354,0.35099265,0.0759153
HeStutters_1_172,0.51895964,0.59007293,0.9206797,0.15109192,0.33549532
HeStutters_1_173,0.77113473,0.49102062,0.4742246,0.1322363,0.21714056
HeStutters_1_174,0.65992075,0.3707824,0.3872428,0.11963673,0.118848816
HeStutters_1_175,0.84445393,0.4179956,0.4576011,0.27372697,0.275461
HeStutters_1_176,0.7141946,0.44133005,0.36010668,0.12204955,0.39183035
HeStutters_1_177,0.55732644,0.23941895,0.5476613,0.16842395,0.33013085
HeStutters_1_178,0.49519733,0.40376893,0.50704366,0.30278718,0.28233677
HeStutters_1_179,0.477806,0.4954496,0.7245144,0.15073705,0.10812426
HeStutters_1_180,0.88762844,0.24385557,0.08055818,0.32242194,0.9055515
HeStutters_1_181,0.23855633,0.4367237,0.38917983,0.0799205,0.25494376
HeStutters_1_182,0.9150223,0.51710546,0.4941454,0.17882454,0.42788267
HeStutters_1_183,0.5211725,0.5375161,0.72074676,0.3031542,0.31892166
HeStutters_1_184,0.2871951,0.52014804,0.45398372,0.08560316,0.14049302
HeStutters_1_185,0.87948805,0.6201695,0.9078244,0.47017106,0.20510486
HeStutters_1_186,0.84486926,0.6210248,0.47848126,0.10188324,0.32596472
HeStutters_1_187,0.6925237,0.55117977,0.64678574,0.44631043,0.16187839
HeStutters_1_188,0.40062124,0.37789822,0.2932486,0.12803365,0.19014248
HeStutters_1_189,0.7678034,0.51774335,0.5160447,0.24373001,0.5027272
HeStutters_1_190,0.7206392,0.63511384,0.27333173,0.105986565,0.5698298
HeStutters_1_191,0.64844054,0.5112922,0.23765394,0.13808884,0.59690094
HeStutters_1_192,0.582364,0.22782685,0.2660516,0.22738867,0.5980672
HeStutters_1_193,0.57671106,0.3556181,0.33131054,0.22572589,0.4285692
HeStutters_1_194,0.7777934,0.6585953,0.9537204,0.501397,0.08517363
HeStutters_1_195,0.5505708,0.37188077,0.61676943,0.14832164,0.09143872
HeStutters_1_196,0.8238956,0.44984362,0.37330127,0.098552845,0.41246158
HeStutters_1_198,0.5873564,0.39535332,0.22094813,0.13618718,0.15355532
HeStutters_1_199,0.3366779,0.33276117,0.29901424,0.21042615,0.13342112
HeStutters_1_200,0.6427528,0.3735821,0.7858742,0.1269025,0.17753182
HeStutters_1_201,0.5307802,0.7043431,0.70020336,0.29020008,0.48873737
HeStutters_1_202,0.82876366,0.63479966,0.7243356,0.1198217,0.43893263
HeStutters_1_204,0.94545317,0.39740697,0.49766055,0.4347815,0.70640934
HeStutters_1_205,0.9087939,0.36932024,0.51846045,0.38671672,0.2406728
HeStutters_1_206,0.5677731,0.49403864,0.5951067,0.11353971,0.21316142
HeStutters_1_207,0.5650666,0.32140687,0.23569475,0.13232262,0.18990381
HeStutters_1_208,0.85044485,0.32110295,0.09736054,0.07540502,0.6371792
HeStutters_1_210,0.584692,0.52399766,0.714075,0.34894845,0.17830426
HeStutters_1_211,0.94199747,0.5949214,0.9457002,0.56672674,0.6813788
HeStutters_1_212,0.47257,0.62855387,0.853778,0.16756642,0.14902377
HeStutters_1_213,0.4141855,0.46122444,0.47487462,0.17805655,0.29597548
HeStutters_1_214,0.78058726,0.43052343,0.5666058,0.25040242,0.17812386
HeStutters_1_217,0.945161,0.58021766,0.8820297,0.58925784,0.28021696
HeStutters_1_219,0.88623005,0.6125423,0.6652023,0.5240747,0.8059108
HeStutters_1_220,0.49409962,0.25910252,0.3920919,0.37572482,0.684741
HeStutters_1_221,0.86259043,0.5273574,0.6167058,0.4007362,0.20215577
HeStutters_1_223,0.76191545,0.6180565,0.5031022,0.27105126,0.69954014
HeStutters_1_225,0.3497311,0.5430215,0.6498404,0.2014171,0.3231068
HeStutters_1_228,0.8308762,0.33371285,0.7010932,0.16472259,0.37544265
HeStutters_1_231,0.6355452,0.33475196,0.36837217,0.13202193,0.17679541
HeStutters_1_232,0.82399946,0.61456525,0.8678369,0.3918294,0.2648473
HeStutters_1_234,0.7888207,0.7272447,0.7643833,0.21888134,0.3667026
HeStutters_1_235,0.8010575,0.6670932,0.8192294,0.30267692,0.19418402
HeStutters_1_237,0.5776429,0.37589008,0.3999942,0.09718099,0.14781402
HeStutters_1_238,0.6051715,0.52808434,0.71328324,0.28523305,0.10176019
HeStutters_1_239,0.94548166,0.52304035,0.2846649,0.120952316,0.7384901
HeStutters_1_240,0.69842464,0.5587866,0.33997178,0.16515759,0.45709682
HeStutters_1_241,0.76882255,0.5609504,0.40773588,0.22827388,0.62117743
HeStutters_1_242,0.80425143,0.681675,0.31675866,0.1195083,0.8219076
HeStutters_1_243,0.7527578,0.49185714,0.46966913,0.16934673,0.25178254
HeStutters_1_244,0.97508484,0.59802794,0.93344563,0.45104453,0.14346717
HeStutters_1_246,0.8648282,0.3416382,0.56895787,0.24231069,0.5184769
HeStutters_1_248,0.9295675,0.5692119,0.6642351,0.4305668,0.4961629
HeStutters_1_249,0.9352059,0.33729365,0.6980205,0.5997718,0.70835775
HeStutters_1_250,0.79254967,0.55318934,0.6855377,0.688209,0.77232814
HeStutters_1_251,0.6760807,0.602816,0.8540028,0.4501521,0.10223412
HeStutters_1_252,0.7678493,0.64886856,0.75629145,0.4648956,0.7117054
HeStutters_1_254,0.6584534,0.81911594,0.796488,0.08935157,0.2690341
HeStutters_1_256,0.35893574,0.3737644,0.34372655,0.18941714,0.17242625
HeStutters_1_258,0.50778043,0.4019577,0.20976561,0.16195321,0.32692024
HeStutters_1_259,0.41927367,0.7119414,0.48802146,0.3288727,0.63756126
HeStutters_1_260,0.99341726,0.586281,0.9226738,0.45254922,0.3939073
HeStutters_1_261,0.6770721,0.54923755,0.6077273,0.42796418,0.67969877
HeStutters_1_262,0.15038903,0.62847644,0.63834065,0.33248538,0.14898224
HeStutters_1_263,0.8750133,0.5444782,0.6524917,0.39875358,0.7366685
HeStutters_1_264,0.6909469,0.73539823,0.8391639,0.18617797,0.2487764
HeStutters_1_265,0.55699027,0.5311037,0.5379619,0.36594275,0.7563803
HeStutters_1_266,0.6527172,0.34670088,0.28831154,0.0773478,0.19877969
HeStutters_1_267,0.7754075,0.5582887,0.45522738,0.052068,0.199369
HeStutters_1_269,0.3367644,0.5316697,0.84510577,0.41264665,0.37321723
HeStutters_1_271,0.74609214,0.46148813,0.57156366,0.102211095,0.11003307
HeStutters_1_272,0.73574007,0.4409011,0.5626957,0.29360384,0.32011846
HeStutters_2_1,0.037629172,0.2271568,0.9912437,0.15012684,0.09419135
HeStutters_2_2,0.8641063,0.36898533,0.09455502,0.18862481,0.7949279
HeStutters_2_3,0.87487286,0.61137027,0.19663107,0.05920904,0.10256561
HeStutters_2_4,0.8973958,0.185782,0.5251317,0.4135808,0.19481428
HeStutters_2_5,0.7550142,0.41002548,0.35796195,0.3731066,0.14442688
HeStutters_2_6,0.25354758,0.3699057,0.21771207,0.3148989,0.30980137
HeStutters_2_7,0.46523565,0.22882436,0.2527577,0.34621435,0.6590082
HeStutters_2_8,0.27955523,0.23533821,0.29578793,0.47462052,0.49203107
HeStutters_2_9,0.39797524,0.41015297,0.43774426,0.4401818,0.10466308
HeStutters_2_10,0.3430415,0.40211147,0.23324406,0.29942808,0.50336766
HeStutters_2_11,0.69153714,0.53934395,0.35149503,0.092629805,0.40327442
HeStutters_2_12,0.90675575,0.3671342,0.69736314,0.24259141,0.4214677
HeStutters_2_20,0.60595435,0.5191887,0.14667849,0.10220548,0.27056503
HeStutters_2_23,0.105975635,0.33268315,0.03531332,0.005714774,0.013127652
HeStutters_2_24,0.0825673,0.48957732,0.12124526,0.2567778,0.10049672
HeStutters_2_25,0.55532825,0.14080966,0.086326286,0.23291017,0.65645605
HeStutters_2_26,0.42911118,0.37801886,0.11055466,0.087904416,0.21027784
HeStutters_2_27,0.4561839,0.23183315,0.6392719,0.3458972,0.34971708
HeStutters_2_28,0.30608878,0.3749526,0.22688769,0.27517653,0.1854712
HeStutters_2_29,0.29074883,0.20283629,0.292056,0.22755936,0.2069164
HeStutters_2_30,0.3504882,0.3201422,0.34234703,0.30447116,0.31076816
HeStutters_2_32,0.010225166,0.27442458,0.010049025,0.30623257,0.13247716
HeStutters_2_33,0.19366159,0.12708783,0.08896013,0.1582413,0.18474822
HeStutters_2_35,0.48169026,0.70695776,0.5805361,0.43754467,0.068694994
HeStutters_2_39,0.8271787,0.5745624,0.6932497,0.38511062,0.01756935
HeStutters_2_40,0.2573657,0.6439491,0.21867028,0.26395825,0.10779636
HeStutters_2_41,0.011932398,0.032147318,0.012263134,0.051834133,0.15102878
HeStutters_2_42,0.6208674,0.39247888,0.16622673,0.10185837,0.21206385
HeStutters_2_43,0.4424591,0.41624182,0.21981983,0.2775926,0.20435975
HeStutters_2_44,0.3587573,0.33523327,0.1551832,0.23600827,0.33903193
HeStutters_2_45,0.51347107,0.5819072,0.24076293,0.18509439,0.085500814
HeStutters_2_46,0.46439394,0.25458425,0.1729606,0.20294078,0.08571657
HeStutters_2_47,0.45793146,0.52989274,0.3027132,0.33294722,0.39122042
HeStutters_2_48,0.16084063,0.6901587,0.034591097,0.14008053,0.10898576
HeStutters_2_49,0.58584917,0.3461934,0.2796049,0.29219198,0.22932908
HeStutters_2_50,0.14715154,0.63767684,0.22788005,0.2530015,0.12145988
HeStutters_2_51,0.6032769,0.5207374,0.95216185,0.59356755,0.24621396
HeStutters_2_52,0.7311941,0.5722702,0.6263703,0.43783602,0.46085647
HeStutters_2_55,0.55750525,0.19638756,0.049989253,0.061046913,0.41705942
HeStutters_2_56,0.14981693,0.8019044,0.036400624,0.10706895,0.04168515
HeStutters_2_59,0.54252124,0.5265672,0.7099478,0.42251858,0.13982093
HeStutters_2_60,0.5148091,0.3143389,0.28825396,0.5432458,0.8801466
HeStutters_2_61,0.5428115,0.2871305,0.26524684,0.25373685,0.6545871
HeStutters_2_62,0.8929602,0.3667374,0.13180357,0.44715065,0.98934597
HeStutters_2_63,0.05862737,0.43143654,0.13275278,0.34214061,0.052026153
HeStutters_2_64,0.13958377,0.33752435,0.3661842,0.3064984,0.111451514
HeStutters_2_65,0.7538198,0.46083552,0.2735876,0.1688467,0.13939986
HeStutters_2_66,0.9288712,0.21947476,0.28500608,0.84471124,0.95721555
HeStutters_2_67,0.57862854,0.04448554,0.14024398,0.09848059,0.114006065
HeStutters_2_68,0.7456373,0.40760306,0.16221206,0.19999352,0.72946936
HeStutters_2_69,0.6755699,0.2607283,0.1334034,0.15341243,0.24808176
HeStutters_2_70,0.6466954,0.36194456,0.22807863,0.4782117,0.79605836
HeStutters_2_73,0.83879393,0.28252953,0.49106556,0.6343609,0.60099113
HeStutters_2_74,0.13596547,0.42838594,0.2595026,0.285677,0.19318442
HeStutters_2_75,0.7236893,0.4030941,0.10482685,0.24967252,0.7843939
HeStutters_2_76,0.1973999,0.35987923,0.22342038,0.42385724,0.6212628
HeStutters_2_79,0.4003799,0.6607404,0.28870502,0.2516583,0.15385929
HeStutters_2_80,0.4439494,0.72292006,0.28897133,0.3225597,0.49095464
HeStutters_2_81,0.27564606,0.3497479,0.5341697,0.38935384,0.20216864
HeStutters_2_82,0.2878286,0.2778382,0.26165968,0.31798446,0.27524802
HeStutters_2_83,0.10908842,0.26627913,0.17300376,0.31453168,0.42889044
HeStutters_2_84,0.3387124,0.33211955,0.16713588,0.16143718,0.2315094
HeStutters_2_86,0.39178017,0.53128767,0.101470366,0.18079752,0.8465683
HeStutters_2_87,0.94716215,0.5294766,0.12153237,0.6144302,0.99793893
HeStutters_2_90,0.8378437,0.5667235,0.53729767,0.41579148,0.7553735
HeStutters_2_91,0.7750002,0.5807326,0.740374,0.4940072,0.5923576
HeStutters_2_92,0.6802753,0.56470907,0.15003699,0.1402728,0.88380456
HeStutters_2_93,0.75472885,0.33138347,0.51035553,0.5379112,0.6646203
HeStutters_2_94,0.9426474,0.26191765,0.1346842,0.6047567,0.9456141
HeStutters_2_95,0.59566706,0.2618481,0.13133529,0.22982982,0.4718492
HeStutters_2_98,0.3332068,0.75588185,0.7487532,0.6466938,0.36337873
HeStutters_2_102,0.93414366,0.5592274,0.114323616,0.28044,0.963295
HeStutters_2_103,0.59253734,0.5612845,0.83468664,0.5721503,0.55377316
HeStutters_2_104,0.9732886,0.23161045,0.071821764,0.73865956,0.996414
HeStutters_2_105,0.6438907,0.49118555,0.76249814,0.5001723,0.41916955
HeStutters_2_106,0.65261203,0.3760248,0.1822029,0.22476499,0.51717854
HeStutters_2_107,0.10986901,0.48524988,0.43972927,0.5551747,0.1463781
HeStutters_2_108,0.6232417,0.30130988,0.24511681,0.22909988,0.27414048
HeStutters_2_109,0.538725,0.25130954,0.609017,0.3354727,0.3989761
HeStutters_2_110,0.4492942,0.25065306,0.17199919,0.28421542,0.39090922
HeStutters_2_112,0.9449052,0.47975948,0.26696488,0.6607378,0.99599564
HeStutters_2_113,0.62611395,0.5187513,0.80803466,0.7480236,0.51717126
HeStutters_2_114,0.37126023,0.305497,0.063452415,0.2423479,0.8176329
HeStutters_2_115,0.92078793,0.21823083,0.26355934,0.1281208,0.87622714
HeStutters_2_116,0.687443,0.46214896,0.7350673,0.27251396,0.097568244
HeStutters_2_117,0.28865945,0.37170497,0.8704649,0.5710853,0.19344082
HeStutters_2_121,0.6064714,0.7414487,0.31755215,0.29385445,0.16136457
HeStutters_2_122,0.41221726,0.2726037,0.13771833,0.22186196,0.4691599
HeStutters_2_123,0.43925017,0.3674749,0.15290335,0.42956376,0.5378065
HeStutters_2_124,0.49450532,0.61214936,0.5143307,0.22234593,0.097433805
HeStutters_2_127,0.6070284,0.6704973,0.12687434,0.21767062,0.53235716
HeStutters_2_128,0.9808503,0.3161587,0.112127595,0.546376,0.99505275
HeStutters_2_129,0.9166904,0.58114386,0.40636778,0.8259643,0.9392028
HeStutters_2_130,0.43459138,0.32507026,0.19349846,0.3638456,0.5034903
HeStutters_2_131,0.33698198,0.24353495,0.13754293,0.24473579,0.43337062
HeStutters_2_132,0.07014695,0.44537386,0.14898227,0.5420092,0.32719424
HeStutters_2_133,0.37325564,0.54449195,0.22545469,0.20243709,0.30876207
HeStutters_2_136,0.12350566,0.44948822,0.6630604,0.43075433,0.20459175
HeStutters_2_137,0.08846601,0.23861292,0.33186236,0.035927653,0.16543293
HeStutters_2_141,0.11280783,0.3102883,0.14640802,0.26852322,0.115363374
HeStutters_2_142,0.17428862,0.5207744,0.026744187,0.060552686,0.07871462
HeStutters_2_143,0.81630075,0.28385836,0.09307951,0.09880383,0.24395153
HeStutters_2_144,0.57877254,0.37562487,0.37933335,0.36224234,0.36766416
HeStutters_2_145,0.6042471,0.23647164,0.20921993,0.354134,0.6223591
HeStutters_2_146,0.63524985,0.39214224,0.55378956,0.43609726,0.46727788
