Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,audio_path,EpId_clean,ClipId_clean
HeStutters,5,83,16461120,16509120,False,HeStutters_5_1,0.4759690463542938,train,test,train,dev,0,0,0,2,3,0,0,1,0,2,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_83.wav,5,83
HeStutters,5,91,18677440,18725440,True,Pamela Mertz,0.563398540019989,,train,test,test,0,0,0,1,3,0,2,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_91.wav,5,91
HeStutters,5,127,26118720,26166720,False,HeStutters_5_1,0.5331405997276306,train,test,train,dev,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_127.wav,5,127
HeStutters,5,170,34654080,34702080,True,Pamela Mertz,0.5278675556182861,,train,test,test,0,0,1,0,3,0,2,2,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_170.wav,5,170
HeStutters,5,173,34869760,34917760,False,HeStutters_5_1,0.0157054215669631,train,test,train,dev,0,0,0,0,3,0,1,0,0,0,0,1,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_173.wav,5,173
HeStutters,5,189,39443520,39491520,True,Pamela Mertz,0.651893138885498,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_189.wav,5,189
HeStutters,5,197,42866880,42914880,False,HeStutters_5_1,0.129053309559822,train,test,train,dev,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_197.wav,5,197
HeStutters,6,94,6023840,6071840,True,Pamela Mertz,0.6040894389152527,,train,test,test,0,0,0,1,3,0,0,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_94.wav,6,94
HeStutters,6,117,43756000,43804000,True,Pamela Mertz,0.4605867564678192,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_117.wav,6,117
HeStutters,6,165,8596160,8644160,True,Pamela Mertz,0.4592489302158355,,train,test,test,0,0,0,0,3,0,1,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_165.wav,6,165
HeStutters,6,168,8789760,8837760,True,Pamela Mertz,0.6390134692192078,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_168.wav,6,168
HeStutters,8,10,42128640,42176640,True,Pamela Mertz,0.4818430542945862,,train,test,test,0,0,1,0,3,2,0,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/8/HeStutters_8_10.wav,8,10
HeStutters,8,76,15900320,15948320,False,HeStutters_8_1,0.6374441981315613,train,dev,dev,train,0,0,2,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/8/HeStutters_8_76.wav,8,76
HeStutters,10,24,23251040,23299040,False,HeStutters_10_0,0.0230857282876968,train,test,train,dev,0,0,0,1,3,1,0,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/10/HeStutters_10_24.wav,10,24
HeStutters,11,31,4680480,4728480,False,HeStutters_11_0,0.52446049451828,train,test,train,dev,0,0,1,0,3,0,0,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_31.wav,11,31
HeStutters,11,54,7887680,7935680,False,HeStutters_11_0,0.5768011808395386,train,test,train,dev,0,0,0,0,3,0,0,3,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_54.wav,11,54
HeStutters,11,201,36710400,36758400,False,HeStutters_11_0,0.6163778305053711,train,test,train,dev,0,0,0,2,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_201.wav,11,201
HeStutters,12,60,835360,883360,True,Pamela Mertz,0.3209437727928161,,train,test,test,0,0,0,1,3,0,0,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_60.wav,12,60
HeStutters,12,62,3746880,3794880,False,HeStutters_12_1,0.7989590167999268,train,test,train,dev,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_62.wav,12,62
HeStutters,12,70,4856000,4904000,False,HeStutters_12_1,0.7568567395210266,train,test,train,dev,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_70.wav,12,70
HeStutters,12,84,6477760,6525760,True,Pamela Mertz,0.6197397112846375,,train,test,test,0,0,0,0,3,3,0,3,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_84.wav,12,84
HeStutters,15,7,29124320,29172320,True,Pamela Mertz,0.5440902709960938,,train,test,test,0,0,2,0,3,0,1,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_7.wav,15,7
HeStutters,15,54,7430400,7478400,True,Pamela Mertz,0.5358150601387024,,train,test,test,0,0,0,0,3,0,0,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_54.wav,15,54
HeStutters,15,66,8129440,8177440,True,Pamela Mertz,0.1797312200069427,,train,test,test,0,0,0,1,3,0,2,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_66.wav,15,66
HeStutters,15,102,15201280,15249280,True,Pamela Mertz,0.4850552082061767,,train,test,test,0,0,0,0,3,0,0,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_102.wav,15,102
HeStutters,15,105,15396000,15444000,True,Pamela Mertz,0.2551482319831848,,train,test,test,0,0,0,0,3,0,0,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_105.wav,15,105
HeStutters,15,143,21239680,21287680,True,Pamela Mertz,0.4334412813186645,,train,test,test,0,0,2,0,3,0,0,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_143.wav,15,143
HeStutters,15,177,26071840,26119840,True,Pamela Mertz,0.5326093435287476,,train,test,test,0,0,0,3,3,0,1,1,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_177.wav,15,177
HeStutters,16,18,3962080,4010080,True,Pamela Mertz,0.440820574760437,,train,test,test,0,2,0,0,3,0,3,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_18.wav,16,18
HeStutters,16,43,5679200,5727200,True,Pamela Mertz,0.4114292860031128,,train,test,test,0,1,0,0,3,1,2,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_43.wav,16,43
HeStutters,16,45,5857600,5905600,True,Pamela Mertz,0.3536750078201294,,train,test,test,0,1,0,1,3,0,2,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_45.wav,16,45
HeStutters,16,47,7010720,7058720,True,Pamela Mertz,0.4381856620311737,,train,test,test,0,0,1,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_47.wav,16,47
HeStutters,16,50,7901440,7949440,True,Pamela Mertz,0.4544533789157867,,train,test,test,0,0,0,2,3,0,1,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_50.wav,16,50
HeStutters,16,52,8548160,8596160,True,Pamela Mertz,0.3121847510337829,,train,test,test,0,2,0,2,3,0,1,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_52.wav,16,52
HeStutters,16,77,13856320,13904320,True,Pamela Mertz,0.4240686297416687,,train,test,test,0,0,1,1,3,0,1,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_77.wav,16,77
HeStutters,16,78,13883520,13931520,True,Pamela Mertz,0.3676837384700775,,train,test,test,0,1,1,2,3,0,2,0,0,0,0,1,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_78.wav,16,78
HeStutters,16,94,16200000,16248000,True,Pamela Mertz,0.4584800004959106,,train,test,test,0,1,0,1,3,0,1,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_94.wav,16,94
HeStutters,16,95,16228320,16276320,True,Pamela Mertz,0.4335298240184784,,train,test,test,0,1,0,2,3,0,1,1,0,0,0,1,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_95.wav,16,95
HeStutters,16,114,21554240,21602240,True,Pamela Mertz,0.3935941159725189,,train,test,test,0,0,1,1,3,1,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_114.wav,16,114
HeStutters,16,129,2427840,2475840,True,Pamela Mertz,0.2995285093784332,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_129.wav,16,129
HeStutters,16,143,26091840,26139840,True,Pamela Mertz,0.2772681713104248,,train,test,test,0,0,0,2,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_143.wav,16,143
HeStutters,16,149,26848640,26896640,True,Pamela Mertz,0.487399011850357,,train,test,test,0,0,1,2,3,0,1,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_149.wav,16,149
HeStutters,16,150,2499520,2547520,True,Pamela Mertz,0.2876176834106445,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_150.wav,16,150
HeStutters,16,156,29409920,29457920,True,Pamela Mertz,0.3509967923164367,,train,test,test,0,2,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_156.wav,16,156
HeStutters,16,161,31816640,31864640,True,Pamela Mertz,0.3505538403987884,,train,test,test,0,0,1,2,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_161.wav,16,161
HeStutters,16,168,32839680,32887680,True,Pamela Mertz,0.3793329000473022,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_168.wav,16,168
HeStutters,16,170,2573920,2621920,True,Pamela Mertz,0.3176643252372741,,train,test,test,0,0,1,1,3,0,1,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_170.wav,16,170
HeStutters,16,175,33297120,33345120,True,Pamela Mertz,0.4051400125026703,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_175.wav,16,175
HeStutters,16,179,33714080,33762080,True,Pamela Mertz,0.388501226902008,,train,test,test,1,0,0,1,3,0,2,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_179.wav,16,179
HeStutters,16,193,39486400,39534400,True,Pamela Mertz,0.4784579873085022,,train,test,test,0,0,1,1,3,0,0,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_193.wav,16,193
HeStutters,16,196,40298400,40346400,True,Pamela Mertz,0.4112486243247986,,train,test,test,0,2,2,1,3,0,2,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_196.wav,16,196
HeStutters,17,8,10480160,10528160,True,Pamela Mertz,0.2547061443328857,,train,test,test,0,0,0,1,3,1,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/17/HeStutters_17_8.wav,17,8
HeStutters,18,7,37211200,37259200,True,Pamela Mertz,0.0937436744570732,,train,test,test,0,1,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_7.wav,18,7
HeStutters,18,8,37241120,37289120,True,Pamela Mertz,0.4052537679672241,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_8.wav,18,8
HeStutters,18,13,39223680,39271680,True,Pamela Mertz,0.5158471465110779,,train,test,test,0,0,0,1,3,1,0,2,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_13.wav,18,13
HeStutters,18,73,10075200,10123200,True,Pamela Mertz,0.5503613948822021,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_73.wav,18,73
HeStutters,18,85,11483680,11531680,True,Pamela Mertz,0.483528196811676,,train,test,test,0,0,1,0,3,1,0,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_85.wav,18,85
HeStutters,18,88,11985600,12033600,True,Pamela Mertz,0.5807349681854248,,train,test,test,0,0,0,1,3,0,0,1,0,2,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_88.wav,18,88
HeStutters,18,91,12310400,12358400,True,Pamela Mertz,0.4381432235240936,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_91.wav,18,91
HeStutters,18,122,17091040,17139040,True,Pamela Mertz,0.4169287085533142,,train,test,test,0,0,0,1,3,1,0,2,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_122.wav,18,122
HeStutters,18,127,17600960,17648960,True,Pamela Mertz,0.5194705128669739,,train,test,test,0,2,0,0,3,2,0,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_127.wav,18,127
HeStutters,18,143,20997600,21045600,True,Pamela Mertz,0.6169795393943787,,train,test,test,0,1,1,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_143.wav,18,143
HeStutters,18,146,21124000,21172000,True,Pamela Mertz,0.4951056540012359,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_146.wav,18,146
HeStutters,18,150,21644480,21692480,True,Pamela Mertz,0.4351195693016052,,train,test,test,0,0,0,1,3,0,0,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_150.wav,18,150
HeStutters,18,151,21823520,21871520,True,Pamela Mertz,0.4820690453052521,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_151.wav,18,151
HeStutters,18,159,23196640,23244640,True,Pamela Mertz,0.5701268911361694,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_159.wav,18,159
HeStutters,18,169,24422240,24470240,True,Pamela Mertz,0.4477704167366028,,train,test,test,0,1,0,0,3,3,0,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_169.wav,18,169
HeStutters,18,177,3680960,3728960,True,Pamela Mertz,0.433720976114273,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_177.wav,18,177
HeStutters,18,193,30236800,30284800,True,Pamela Mertz,0.5936371684074402,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_193.wav,18,193
HeStutters,18,209,33681760,33729760,True,Pamela Mertz,0.5397627949714661,,train,test,test,0,1,1,0,3,1,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_209.wav,18,209
HeStutters,19,99,28169600,28217600,True,Pamela Mertz,0.5075708627700806,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_99.wav,19,99
HeStutters,19,108,29049760,29097760,True,Pamela Mertz,0.2301088571548462,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_108.wav,19,108
HeStutters,19,137,35479520,35527520,True,Pamela Mertz,0.4985812306404114,,train,test,test,0,0,0,0,3,0,0,0,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_137.wav,19,137
HeStutters,19,155,41306240,41354240,True,Pamela Mertz,0.11916084587574,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_155.wav,19,155
HeStutters,20,34,42161440,42209440,True,Pamela Mertz,0.4944725632667541,,train,test,test,0,0,1,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_34.wav,20,34
HeStutters,20,64,47802400,47850400,True,Pamela Mertz,0.5722113251686096,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_64.wav,20,64
HeStutters,20,72,49980320,50028320,True,Pamela Mertz,0.5046303272247314,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_72.wav,20,72
HeStutters,20,113,11591040,11639040,True,Pamela Mertz,0.3722005486488342,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_113.wav,20,113
HeStutters,20,136,14753280,14801280,True,Pamela Mertz,0.5584957599639893,,train,test,test,0,0,0,0,3,0,1,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_136.wav,20,136
HeStutters,20,143,15421280,15469280,True,Pamela Mertz,0.4563835859298706,,train,test,test,0,0,0,1,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_143.wav,20,143
HeStutters,20,180,23333600,23381600,True,Pamela Mertz,0.5038682818412781,,train,test,test,0,0,0,0,3,0,1,2,0,1,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_180.wav,20,180
HeStutters,20,183,23387680,23435680,True,Pamela Mertz,0.5466697812080383,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_183.wav,20,183
HeStutters,20,190,25000160,25048160,True,Pamela Mertz,0.4617314338684082,,train,test,test,0,0,2,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_190.wav,20,190
HeStutters,20,196,25753280,25801280,True,Pamela Mertz,0.5375047922134399,,train,test,test,0,0,0,0,3,2,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_196.wav,20,196
HeStutters,20,203,26458240,26506240,True,Pamela Mertz,0.4123964309692383,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_203.wav,20,203
HeStutters,20,212,27386560,27434560,True,Pamela Mertz,0.5524095892906189,,train,test,test,0,1,0,0,3,0,1,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_212.wav,20,212
HeStutters,20,251,33534880,33582880,True,Pamela Mertz,0.4821560382843017,,train,test,test,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_251.wav,20,251
HeStutters,21,24,45649280,45697280,True,Pamela Mertz,0.4449984431266784,,train,test,test,0,0,1,0,3,2,0,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_24.wav,21,24
HeStutters,21,39,5229600,5277600,True,Pamela Mertz,0.2502889633178711,,train,test,test,0,1,0,1,3,1,1,2,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_39.wav,21,39
HeStutters,21,114,2016640,2064640,True,Pamela Mertz,0.612213671207428,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_114.wav,21,114
HeStutters,21,120,18988640,19036640,True,Pamela Mertz,0.5612160563468933,,train,test,test,0,0,0,0,3,3,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_120.wav,21,120
HeStutters,21,131,20503040,20551040,True,Pamela Mertz,0.5495815873146057,,train,test,test,0,0,0,0,3,1,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_131.wav,21,131
HeStutters,21,169,25860640,25908640,True,Pamela Mertz,0.5825141668319702,,train,test,test,0,0,0,0,3,1,1,1,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_169.wav,21,169
HeStutters,21,214,38083840,38131840,False,HeStutters_21_0,0.3238510489463806,train,dev,dev,train,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_214.wav,21,214
HeStutters,22,19,46525280,46573280,True,Pamela Mertz,0.3894831240177154,,train,test,test,0,0,2,2,3,1,0,3,0,0,0,0,SoundRep,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_19.wav,22,19
