Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,audio_path,EpId_clean,ClipId_clean
HeStutters,1,211,20761440,20809440,True,Pamela Mertz,0.2123396396636963,,train,test,test,0,0,3,0,1,0,2,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_211.wav,1,211
HeStutters,1,222,21952160,22000160,False,HeStutters_1_1,0.2360969632863998,train,dev,dev,train,0,0,3,0,1,0,1,2,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_222.wav,1,222
HeStutters,1,244,24263200,24311200,True,Pamela Mertz,0.5661808848381042,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_244.wav,1,244
HeStutters,1,246,24364160,24412160,True,Pamela Mertz,0.5082809329032898,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_246.wav,1,246
HeStutters,1,270,27808960,27856960,False,HeStutters_1_1,0.1331738084554672,train,dev,dev,train,0,0,3,0,0,0,2,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_270.wav,1,270
HeStutters,2,8,32853280,32901280,True,Pamela Mertz,0.3785954713821411,,train,test,test,0,0,3,0,0,0,0,3,0,2,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_8.wav,2,8
HeStutters,2,13,33104320,33152320,False,HeStutters_2_1,0.255908727645874,train,test,train,dev,0,1,3,2,2,0,2,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_13.wav,2,13
HeStutters,2,60,5148960,5196960,True,Pamela Mertz,0.4568210244178772,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_60.wav,2,60
HeStutters,2,87,8994720,9042720,True,Pamela Mertz,0.0457674898207187,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,1,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_87.wav,2,87
HeStutters,2,104,10928000,10976000,True,Pamela Mertz,0.3975013494491577,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_104.wav,2,104
HeStutters,2,108,11282400,11330400,True,Pamela Mertz,0.5368421077728271,,train,test,test,0,2,3,0,0,0,1,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_108.wav,2,108
HeStutters,2,128,15447200,15495200,True,Pamela Mertz,0.3144966959953308,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_128.wav,2,128
HeStutters,2,145,18547200,18595200,True,Pamela Mertz,0.5419022440910339,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_145.wav,2,145
HeStutters,2,179,22837440,22885440,True,Pamela Mertz,0.4495967626571655,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_179.wav,2,179
HeStutters,2,188,25499040,25547040,False,HeStutters_2_1,0.6213313341140747,train,test,train,dev,0,0,3,2,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_188.wav,2,188
HeStutters,3,9,738720,786720,False,HeStutters_3_1,0.6082810163497925,train,test,train,dev,0,1,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/3/HeStutters_3_9.wav,3,9
HeStutters,4,19,23604800,23652800,False,HeStutters_4_1,0.6546413898468018,train,dev,dev,train,0,0,3,2,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/4/HeStutters_4_19.wav,4,19
HeStutters,5,15,46356160,46404160,True,Pamela Mertz,0.3927769660949707,,train,test,test,0,0,3,1,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_15.wav,5,15
HeStutters,5,16,3721600,3769600,False,HeStutters_5_1,0.5698780417442322,train,test,train,dev,0,0,3,0,0,0,0,1,0,2,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_16.wav,5,16
HeStutters,5,97,19460640,19508640,True,Pamela Mertz,0.3189568221569061,,train,test,test,0,0,3,1,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_97.wav,5,97
HeStutters,5,121,24651200,24699200,True,Pamela Mertz,0.5307053923606873,,train,test,test,0,0,3,2,1,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_121.wav,5,121
HeStutters,5,176,2709920,2757920,True,Pamela Mertz,0.4714357852935791,,train,test,test,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_176.wav,5,176
HeStutters,5,184,38338080,38386080,True,Pamela Mertz,0.3292447030544281,,train,test,test,0,0,3,0,0,1,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_184.wav,5,184
HeStutters,5,188,39390400,39438400,True,Pamela Mertz,0.5367707014083862,,train,test,test,0,1,3,0,0,0,2,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_188.wav,5,188
HeStutters,5,198,2766880,2814880,False,HeStutters_5_1,0.62871915102005,train,test,train,dev,0,0,3,1,1,1,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_198.wav,5,198
HeStutters,6,70,35547680,35595680,True,Pamela Mertz,0.6284971833229065,,train,test,test,0,0,3,0,0,2,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_70.wav,6,70
HeStutters,6,75,36664960,36712960,True,Pamela Mertz,0.5502328276634216,,train,test,test,0,0,3,0,0,0,1,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_75.wav,6,75
HeStutters,6,79,37234240,37282240,True,Pamela Mertz,0.4968519508838653,,train,test,test,0,1,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_79.wav,6,79
HeStutters,6,82,37633760,37681760,True,Pamela Mertz,0.4527408480644226,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_82.wav,6,82
HeStutters,6,86,38317440,38365440,False,HeStutters_6_1,0.7245271801948547,train,dev,dev,train,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_86.wav,6,86
HeStutters,6,97,39180000,39228000,True,Pamela Mertz,0.3842179775238037,,train,test,test,0,0,3,0,0,0,0,3,1,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_97.wav,6,97
HeStutters,6,123,44210720,44258720,True,Pamela Mertz,0.3669874668121338,,train,test,test,0,0,3,0,0,0,0,3,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_123.wav,6,123
HeStutters,6,153,7509280,7557280,True,Pamela Mertz,0.2599653303623199,,train,test,test,0,0,3,1,1,0,1,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_153.wav,6,153
HeStutters,6,169,8972800,9020800,True,Pamela Mertz,0.5388389825820923,,train,test,test,0,0,3,0,0,1,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_169.wav,6,169
HeStutters,6,171,9260640,9308640,True,Pamela Mertz,0.5840684771537781,,train,test,test,0,1,3,0,1,0,1,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_171.wav,6,171
HeStutters,6,186,10224320,10272320,True,Pamela Mertz,0.6083082556724548,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_186.wav,6,186
HeStutters,6,188,10746720,10794720,True,Pamela Mertz,0.6126166582107544,,train,test,test,0,0,3,0,0,3,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_188.wav,6,188
HeStutters,6,206,12688000,12736000,False,HeStutters_6_1,0.7831103205680847,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_206.wav,6,206
HeStutters,6,224,15322080,15370080,True,Pamela Mertz,0.5873461365699768,,train,test,test,0,0,3,0,0,1,1,0,1,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_224.wav,6,224
HeStutters,6,225,16264640,16312640,False,HeStutters_6_1,0.7323237657546997,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_225.wav,6,225
HeStutters,6,229,16675040,16723040,True,Pamela Mertz,0.5625808835029602,,train,test,test,0,0,3,0,0,0,0,3,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_229.wav,6,229
HeStutters,6,230,17952160,18000160,False,HeStutters_6_1,0.8224388360977173,train,dev,dev,train,0,0,3,1,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_230.wav,6,230
HeStutters,6,257,21716320,21764320,True,Pamela Mertz,0.5172888040542603,,train,test,test,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/6/HeStutters_6_257.wav,6,257
HeStutters,7,6,8432640,8480640,True,Pamela Mertz,0.4518612623214721,,train,test,test,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/7/HeStutters_7_6.wav,7,6
HeStutters,8,53,11214080,11262080,False,HeStutters_8_1,0.5616901516914368,train,dev,dev,train,0,1,3,0,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/8/HeStutters_8_53.wav,8,53
HeStutters,8,143,32889280,32937280,False,HeStutters_8_1,0.5483128428459167,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/8/HeStutters_8_143.wav,8,143
HeStutters,9,33,17505760,17553760,True,Pamela Mertz,0.6767617464065552,,train,test,test,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/9/HeStutters_9_33.wav,9,33
HeStutters,11,6,37319040,37367040,True,Pamela Mertz,0.5402854084968567,,train,test,test,0,0,3,1,1,0,1,2,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_6.wav,11,6
HeStutters,11,77,12261440,12309440,True,Pamela Mertz,0.6854287981987,,train,test,test,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_77.wav,11,77
HeStutters,11,89,13855680,13903680,True,Pamela Mertz,0.6736226081848145,,train,test,test,0,0,3,0,0,0,1,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_89.wav,11,89
HeStutters,11,167,1075520,1123520,False,HeStutters_11_0,0.580608606338501,train,test,train,dev,0,0,3,2,2,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_167.wav,11,167
HeStutters,11,187,1153920,1201920,False,HeStutters_11_0,0.6040453910827637,train,test,train,dev,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/11/HeStutters_11_187.wav,11,187
HeStutters,12,57,3401920,3449920,True,Pamela Mertz,0.4326076209545135,,train,test,test,0,0,3,0,0,0,0,3,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_57.wav,12,57
HeStutters,12,65,3888160,3936160,True,Pamela Mertz,0.4731453061103821,,train,test,test,0,0,3,1,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_65.wav,12,65
HeStutters,12,85,6514720,6562720,True,Pamela Mertz,0.4337193369865417,,train,test,test,0,0,3,1,0,0,0,2,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_85.wav,12,85
HeStutters,12,103,8913440,8961440,False,HeStutters_12_1,0.7825756669044495,train,test,train,dev,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_103.wav,12,103
HeStutters,12,172,19309600,19357600,True,Pamela Mertz,0.0930958539247512,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_172.wav,12,172
HeStutters,12,188,21879520,21927520,True,Pamela Mertz,0.0806466788053512,,train,test,test,0,0,3,1,0,0,1,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_188.wav,12,188
HeStutters,12,209,24616800,24664800,False,HeStutters_12_1,0.6315085887908936,train,test,train,dev,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_209.wav,12,209
HeStutters,12,213,24856160,24904160,True,Pamela Mertz,0.4254592657089233,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/12/HeStutters_12_213.wav,12,213
HeStutters,15,4,29008480,29056480,True,Pamela Mertz,0.4365504682064056,,train,test,test,0,0,3,0,0,2,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_4.wav,15,4
HeStutters,15,5,29047520,29095520,True,Pamela Mertz,0.380704790353775,,train,test,test,0,0,3,1,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_5.wav,15,5
HeStutters,15,6,29088640,29136640,True,Pamela Mertz,0.4969599545001983,,train,test,test,0,0,3,0,0,0,0,2,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_6.wav,15,6
HeStutters,15,10,29909760,29957760,True,Pamela Mertz,0.4611432254314422,,train,test,test,0,0,3,2,2,0,3,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_10.wav,15,10
HeStutters,15,22,31531040,31579040,True,Pamela Mertz,0.5322737097740173,,train,test,test,0,0,3,1,0,0,1,0,0,3,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_22.wav,15,22
HeStutters,15,34,4912640,4960640,True,Pamela Mertz,0.4553292393684387,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_34.wav,15,34
HeStutters,15,36,5088960,5136960,True,Pamela Mertz,0.505447506904602,,train,test,test,0,0,3,0,0,1,1,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_36.wav,15,36
HeStutters,15,39,6194400,6242400,True,Pamela Mertz,0.4311060011386871,,train,test,test,0,0,3,0,0,0,0,2,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_39.wav,15,39
HeStutters,15,40,6236480,6284480,True,Pamela Mertz,0.3634091019630432,,train,test,test,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_40.wav,15,40
HeStutters,15,56,7564800,7612800,True,Pamela Mertz,0.5441862344741821,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_56.wav,15,56
HeStutters,15,75,9102080,9150080,True,Pamela Mertz,0.3784718513488769,,train,test,test,0,0,3,2,2,0,2,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_75.wav,15,75
HeStutters,15,78,1320160,1368160,True,Pamela Mertz,0.4204418957233429,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_78.wav,15,78
HeStutters,15,82,10270400,10318400,True,Pamela Mertz,0.5110210180282593,,train,test,test,0,0,3,1,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_82.wav,15,82
HeStutters,15,97,1831680,1879680,True,Pamela Mertz,0.4442719519138336,,train,test,test,0,0,3,2,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_97.wav,15,97
HeStutters,15,101,14361280,14409280,True,Pamela Mertz,0.5333555936813354,,train,test,test,0,0,3,2,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_101.wav,15,101
HeStutters,15,111,16385600,16433600,True,Pamela Mertz,0.511549711227417,,train,test,test,0,0,3,2,2,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_111.wav,15,111
HeStutters,15,112,16424640,16472640,True,Pamela Mertz,0.4767398536205292,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_112.wav,15,112
HeStutters,15,129,18998080,19046080,True,Pamela Mertz,0.4336691498756408,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_129.wav,15,129
HeStutters,15,152,22567840,22615840,True,Pamela Mertz,0.454060435295105,,train,test,test,0,0,3,0,1,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_152.wav,15,152
HeStutters,15,155,23523040,23571040,True,Pamela Mertz,0.4835432469844818,,train,test,test,0,0,3,0,0,0,1,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_155.wav,15,155
HeStutters,15,169,24727040,24775040,True,Pamela Mertz,0.1455747187137603,,train,test,test,0,0,3,2,1,0,2,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_169.wav,15,169
HeStutters,15,171,24848640,24896640,True,Pamela Mertz,0.528833270072937,,train,test,test,0,0,3,1,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_171.wav,15,171
HeStutters,15,193,28395040,28443040,False,HeStutters_15_1,0.7522988319396973,train,dev,dev,train,0,0,3,0,0,0,0,0,1,0,0,1,Prolongation,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_193.wav,15,193
HeStutters,16,6,42837120,42885120,False,HeStutters_16_1,0.5383914709091187,train,test,train,dev,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_6.wav,16,6
HeStutters,16,14,43549600,43597600,False,HeStutters_16_1,0.6990343332290649,train,test,train,dev,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_14.wav,16,14
HeStutters,16,39,5138560,5186560,True,Pamela Mertz,0.3536756634712219,,train,test,test,0,1,3,0,1,0,1,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_39.wav,16,39
HeStutters,16,49,7777760,7825760,True,Pamela Mertz,0.310980349779129,,train,test,test,0,1,3,1,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_49.wav,16,49
HeStutters,16,64,11217120,11265120,False,HeStutters_16_1,0.7126399278640747,train,test,train,dev,0,0,3,0,0,2,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_64.wav,16,64
HeStutters,16,70,11690400,11738400,True,Pamela Mertz,0.4517159461975097,,train,test,test,0,0,3,0,1,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_70.wav,16,70
HeStutters,16,74,13189440,13237440,True,Pamela Mertz,0.4802960455417633,,train,test,test,0,1,3,0,0,0,0,3,1,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_74.wav,16,74
HeStutters,16,79,14304000,14352000,True,Pamela Mertz,0.4749560952186584,,train,test,test,0,2,3,1,1,0,1,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_79.wav,16,79
HeStutters,16,90,1736800,1784800,False,HeStutters_16_1,0.7664514183998108,train,test,train,dev,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_90.wav,16,90
HeStutters,16,102,18963680,19011680,True,Pamela Mertz,0.316901683807373,,train,test,test,0,0,3,1,0,0,1,1,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_102.wav,16,102
HeStutters,16,105,19317120,19365120,True,Pamela Mertz,0.4483377933502197,,train,test,test,0,3,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_105.wav,16,105
HeStutters,16,112,2184160,2232160,True,Pamela Mertz,0.358712762594223,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_112.wav,16,112
HeStutters,16,140,25948800,25996800,True,Pamela Mertz,0.377528965473175,,train,test,test,0,1,3,0,1,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_140.wav,16,140
HeStutters,16,166,32208960,32256960,True,Pamela Mertz,0.4516741335391998,,train,test,test,0,0,3,0,1,0,1,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_166.wav,16,166
HeStutters,16,178,33686560,33734560,True,Pamela Mertz,0.3388104736804962,,train,test,test,0,2,3,1,0,0,2,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_178.wav,16,178
HeStutters,16,183,35459520,35507520,True,Pamela Mertz,0.4429317712783813,,train,test,test,0,0,3,1,0,0,0,2,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_183.wav,16,183
HeStutters,18,113,14981600,15029600,True,Pamela Mertz,0.5569009184837341,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_113.wav,18,113
HeStutters,18,149,21602240,21650240,True,Pamela Mertz,0.5278450846672058,,train,test,test,0,2,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/18/HeStutters_18_149.wav,18,149
HeStutters,19,2,45926240,45974240,True,Pamela Mertz,0.4228259921073913,,train,test,test,0,0,3,1,0,0,0,0,0,1,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_2.wav,19,2
HeStutters,19,46,17546240,17594240,True,Pamela Mertz,0.3374480605125427,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_46.wav,19,46
HeStutters,19,84,24412320,24460320,True,Pamela Mertz,0.2979059815406799,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_84.wav,19,84
HeStutters,19,131,34905280,34953280,True,Pamela Mertz,0.2587249875068664,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_131.wav,19,131
HeStutters,19,133,34987680,35035680,True,Pamela Mertz,0.2547682523727417,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_133.wav,19,133
HeStutters,19,152,40786560,40834560,True,Pamela Mertz,0.5366297364234924,,train,test,test,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/19/HeStutters_19_152.wav,19,152
HeStutters,20,10,38036000,38084000,False,HeStutters_20_1,0.7530949711799622,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_10.wav,20,10
HeStutters,20,11,38084640,38132640,True,Pamela Mertz,0.4805994629859924,,train,test,test,0,0,3,0,0,0,0,3,0,0,0,0,Prolongation,../SEP-28k_CLIP/HeStutters/20/HeStutters_20_11.wav,20,11
